orig,pred
2,1
8,9X
4,2
0,2
6,9X
8,9X
4,2
3,1
5,6
1,1
6,6
4,3
5,9X
0,0
8,9X
1,2
4,5
5,6
0,0
2,1
9X,9X
8,9X
1,1
7,9X
5,4
4,6
4,4
5,6
4,4
8,6
7,9X
6,6
4,4
9X,9X
6,4
4,4
5,5
4,6
8,5
6,5
5,6
1,1
1,1
6,5
6,6
5,6
3,6
7,6
0,0
8,6
9X,9X
5,6
3,1
3,1
2,1
2,0
6,4
2,1
2,1
7,9X
1,4
6,6
1,2
9X,9X
2,3
5,6
7,9X
2,1
9X,9X
1,1
3,1
3,2
8,6
0,0
0,0
8,6
6,6
0,0
3,6
6,5
5,6
5,6
7,6
6,6
1,1
8,6
6,6
5,3
3,2
1,1
9X,9X
7,6
7,9X
7,5
1,1
3,6
9X,9X
9X,9X
0,0
0,1
7,6
2,1
4,9X
8,6
9X,9X
5,6
4,4
4,6
1,2
4,4
9X,6
4,9X
3,1
3,1
4,1
9X,4
0,0
6,6
6,6
5,5
8,6
7,4
8,9X
7,6
3,2
5,5
0,1
2,1
0,0
6,6
3,4
1,1
8,9X
1,1
2,1
9X,6
8,6
1,1
8,9X
9X,6
1,1
2,1
2,1
1,0
1,1
7,6
8,9X
3,6
3,6
9X,0
6,6
9X,9X
7,6
9X,9X
2,1
0,1
6,9X
8,4
1,1
5,5
4,6
5,6
9X,1
2,6
3,2
2,2
2,1
4,6
1,1
4,1
6,6
4,9X
0,0
9X,6
3,3
0,1
7,4
3,4
3,6
7,9X
0,1
7,6
7,6
0,0
0,0
7,6
5,4
8,6
7,4
8,6
5,6
0,0
2,6
2,2
3,2
9X,9X
0,0
9X,9X
2,1
6,6
