orig,pred
2,1
8,8
4,1
0,1
6,8
8,6
4,2
3,1
5,1
1,1
6,6
4,5
5,6
0,0
8,8
1,1
4,1
5,6
0,0
2,1
9X,5
8,5
1,1
7,5
5,6
4,6
4,6
5,9X
4,2
8,6
7,6
6,9X
4,6
9X,9X
6,5
4,1
5,5
4,5
8,5
6,8
5,6
1,1
1,0
6,1
6,6
5,2
3,1
7,6
0,0
8,6
9X,9X
5,8
3,1
3,5
2,1
2,9X
6,5
2,1
2,1
7,9X
1,1
6,1
1,1
9X,6
2,1
5,6
7,9X
2,1
9X,9X
1,1
3,1
3,1
8,6
0,0
0,0
8,8
6,9X
0,0
3,6
6,1
5,6
5,6
7,6
6,5
1,1
8,5
6,6
5,2
3,1
1,1
9X,9X
7,6
7,6
7,5
1,1
3,6
9X,6
9X,9X
0,0
0,6
7,5
2,1
4,9X
8,5
9X,6
5,8
4,5
4,1
1,1
4,9X
9X,6
4,6
3,3
3,8
4,1
9X,6
0,0
6,6
6,6
5,5
8,6
7,5
8,9X
7,6
3,2
5,5
0,0
2,1
0,0
6,8
3,5
1,1
8,6
1,1
2,1
9X,6
8,9X
1,0
8,6
9X,6
1,3
2,1
2,1
1,0
1,1
7,6
8,6
3,6
3,2
9X,9X
6,6
9X,6
7,5
9X,5
2,1
0,1
6,9X
8,2
1,1
5,2
4,6
5,9X
9X,0
2,9X
3,2
2,1
2,6
4,9X
1,1
4,3
6,6
4,6
0,1
9X,5
3,5
0,1
7,9X
3,5
3,2
7,6
0,0
7,6
7,8
0,0
0,0
7,6
5,1
8,6
7,5
8,6
5,8
0,0
2,6
2,1
3,5
9X,8
0,0
9X,6
2,1
6,1
