orig,pred
2,1
8,5
4,6
0,1
6,6
8,9X
4,1
3,2
5,4
1,3
6,4
4,6
5,6
0,0
8,9X
1,4
4,2
5,6
0,0
2,0
9X,9X
8,9X
1,0
7,9X
5,6
4,6
4,6
5,6
4,6
8,6
7,8
6,6
4,6
9X,9X
6,6
4,2
5,4
4,9X
8,5
6,6
5,6
1,1
1,0
6,6
6,6
5,6
3,6
7,9X
0,0
8,9X
9X,6
5,6
3,4
3,6
2,2
2,1
6,6
2,2
2,1
7,6
1,4
6,6
1,1
9X,8
2,2
5,9X
7,9X
2,6
9X,8
1,0
3,3
3,2
8,9X
0,0
0,0
8,6
6,9X
0,0
3,4
6,6
5,6
5,9X
7,6
6,6
1,6
8,6
6,9X
5,6
3,1
1,6
9X,1
7,4
7,9X
7,6
1,6
3,7
9X,9X
9X,9X
0,0
0,4
7,5
2,2
4,6
8,6
9X,9X
5,6
4,6
4,6
1,2
4,9X
9X,6
4,9X
3,6
3,6
4,2
9X,6
0,0
6,6
6,9X
5,6
8,5
7,9X
8,9X
7,9X
3,6
5,6
0,2
2,2
0,0
6,6
3,6
1,1
8,6
1,0
2,2
9X,9X
8,9X
1,0
8,9X
9X,9X
1,4
2,6
2,0
1,0
1,2
7,9X
8,9X
3,6
3,6
9X,1
6,1
9X,9X
7,6
9X,9X
2,4
0,6
6,6
8,3
1,1
5,6
4,6
5,9X
9X,0
2,9X
3,1
2,2
2,4
4,6
1,1
4,6
6,4
4,9X
0,0
9X,9X
3,3
0,2
7,9X
3,4
3,6
7,9X
0,0
7,9X
7,6
0,0
0,0
7,6
5,1
8,9X
7,3
8,6
5,9X
0,0
2,6
2,1
3,6
9X,9X
0,0
9X,9X
2,0
6,4
