orig,pred
2,6
8,6
4,6
0,0
6,9X
8,9X
4,0
3,9X
5,6
1,6
6,9X
4,6
5,6
0,0
8,9X
1,0
4,1
5,9X
0,0
2,0
9X,6
8,6
1,6
7,6
5,6
4,6
4,6
5,6
4,6
8,6
7,6
6,6
4,6
9X,6
6,1
4,6
5,9X
4,9X
8,9X
6,6
5,6
1,6
1,6
6,9X
6,6
5,0
3,6
7,6
0,6
8,9X
9X,9X
5,6
3,6
3,6
2,0
2,6
6,6
2,0
2,0
7,6
1,6
6,6
1,6
9X,6
2,6
5,6
7,6
2,6
9X,6
1,6
3,6
3,6
8,6
0,0
0,0
8,0
6,6
0,0
3,6
6,6
5,6
5,6
7,1
6,9X
1,9X
8,6
6,6
5,6
3,6
1,0
9X,6
7,9X
7,9X
7,6
1,6
3,6
9X,6
9X,6
0,0
0,6
7,6
2,6
4,6
8,6
9X,6
5,6
4,6
4,6
1,6
4,0
9X,6
4,6
3,6
3,6
4,6
9X,6
0,0
6,9X
6,6
5,6
8,6
7,6
8,6
7,9X
3,6
5,6
0,0
2,6
0,0
6,6
3,6
1,6
8,6
1,6
2,6
9X,6
8,6
1,1
8,6
9X,6
1,6
2,6
2,6
1,6
1,6
7,9X
8,6
3,9X
3,6
9X,6
6,6
9X,6
7,6
9X,6
2,6
0,0
6,9X
8,6
1,0
5,6
4,9X
5,6
9X,6
2,6
3,6
2,1
2,0
4,6
1,0
4,6
6,6
4,9X
0,0
9X,9X
3,9X
0,6
7,6
3,6
3,6
7,6
0,6
7,6
7,6
0,0
0,0
7,6
5,6
8,6
7,6
8,6
5,6
0,6
2,6
2,6
3,1
9X,6
0,0
9X,6
2,6
6,6
