orig,pred
2,1
8,9X
4,2
0,1
6,4
8,6
4,2
3,1
5,1
1,1
6,6
4,1
5,6
0,0
8,6
1,1
4,2
5,6
0,0
2,1
9X,9X
8,9X
1,1
7,9X
5,1
4,6
4,6
5,6
4,2
8,6
7,9X
6,6
4,6
9X,9X
6,6
4,2
5,6
4,4
8,5
6,6
5,6
1,1
1,1
6,6
6,6
5,6
3,5
7,9X
0,1
8,6
9X,9X
5,8
3,1
3,1
2,1
2,6
6,3
2,2
2,2
7,8
1,1
6,6
1,1
9X,9X
2,1
5,9X
7,9X
2,1
9X,9X
1,0
3,1
3,2
8,5
0,0
0,0
8,6
6,6
0,0
3,1
6,5
5,6
5,6
7,6
6,5
1,1
8,5
6,6
5,2
3,1
1,1
9X,9X
7,6
7,6
7,4
1,1
3,9X
9X,9X
9X,9X
0,0
0,1
7,6
2,1
4,9X
8,6
9X,6
5,8
4,6
4,2
1,1
4,6
9X,6
4,9X
3,3
3,6
4,1
9X,6
0,0
6,6
6,9X
5,5
8,6
7,6
8,9X
7,6
3,2
5,9X
0,1
2,1
0,0
6,8
3,6
1,1
8,6
1,1
2,1
9X,6
8,6
1,1
8,9X
9X,6
1,1
2,2
2,0
1,1
1,1
7,6
8,9X
3,6
3,2
9X,9X
6,9X
9X,6
7,5
9X,6
2,1
0,1
6,6
8,6
1,1
5,5
4,6
5,8
9X,1
2,9X
3,1
2,1
2,1
4,6
1,1
4,6
6,6
4,9X
0,0
9X,6
3,5
0,1
7,6
3,1
3,2
7,9X
0,0
7,6
7,8
0,0
0,0
7,6
5,5
8,6
7,3
8,9X
5,9X
0,0
2,6
2,1
3,5
9X,9X
0,0
9X,1
2,1
6,1
