orig,pred
IDP,IDP
OLB,OLB
KEH,OLB
KEN,KEN
KPT,KIM
OLB,OLB
IDM,IDP
KPC,KPC
IDC,IDC
OSH,OSH
OUT,OUT
KOT,KOT
KPT,KIM
KFC,KFC
KOT,KOT
KAM,KAM
KIM,KIM
KPC,KPC
KEH,OLB
OLB,OLB
KOT,KOT
OLB,OLB
IDM,IDC
IDC,IDM
ORE,OLB
OUT,OLB
IDV,IDP
LIT,IDV
OSH,OSH
IDP,IDM
OAR,OAR
KAM,KAM
LIT,LIT
OAR,OAR
KEN,KEN
KPT,KIM
KOT,KOT
OUT,OUT
KEN,KEN
SYM,OAS
KFC,KFC
IDP,IDM
KIM,KIM
IDV,IDV
OAS,OAS
IDC,IDC
OAS,OAS
IDC,IDP
KEN,KEN
IDM,IDM
ORE,OLB
OSH,OSH
OAS,OAS
OUT,OLB
KOT,KOT
IDV,OLB
IDM,IDM
KFC,OLB
KPT,KIM
OAR,OAR
KEH,OLB
OSH,OSH
KEH,KEH
KPT,KIM
KEN,KEN
KIM,IDV
IDP,IDP
IDV,IDP
LIT,IDC
OUT,OUT
IDV,OLB
ORE,ORE
IDV,OLB
OAR,OAR
KPC,KPC
OSH,OSH
IDP,IDP
IDP,IDM
SYM,OLB
LIT,LIT
KPT,KIM
KEN,KEN
KPT,KIM
OUT,OUT
OUT,OUT
ORE,ORE
IDM,IDM
ORE,OLB
IDP,IDM
OSH,OSH
OAR,OAR
IDV,OLB
OUT,OUT
KEN,KEN
KPT,KIM
SYM,SYM
KPC,KPC
KEH,KEH
OAS,OAS
ORE,ORE
KEN,KEN
SYM,OUT
OAS,OAS
KEH,KIM
KEH,KIM
OAS,OAS
KPC,KPC
LIT,IDM
OSH,OSH
IDM,IDV
KPT,KIM
IDC,IDC
OAR,OAR
KPC,KPC
SYM,SYM
KPC,KPC
KOT,KOT
OLB,OLB
OSH,OSH
KAM,KAM
OLB,OLB
ORE,OLB
LIT,IDM
SYM,SYM
KAM,KAM
ORE,OLB
IDM,IDC
KEH,OLB
IDP,IDM
KAM,KAM
IDC,IDC
KAM,KAM
SYM,OUT
KOT,KOT
OAR,OAR
OLB,OLB
IDM,IDP
SYM,SYM
IDM,IDC
KPT,KIM
ORE,ORE
KFC,OLB
LIT,SYM
OUT,OUT
IDC,IDP
OAR,OAR
LIT,IDC
IDC,IDC
OLB,OLB
IDP,IDM
OLB,OLB
KAM,KAM
KEH,OLB
IDV,IDV
KFC,KFC
KAM,KAM
KFC,OLB
KFC,OLB
OSH,OSH
OUT,OUT
OAR,OAR
IDC,IDC
SYM,OLB
IDP,IDP
IDC,IDP
IDM,IDV
KEN,KEN
IDV,IDP
KFC,OUT
OAS,OAS
OSH,OSH
KIM,KIM
SYM,SYM
IDV,OLB
KAM,KAM
OAR,OAR
OAS,OAS
KFC,KIM
KIM,KIM
KOT,KOT
OAS,OAS
KAM,KAM
ORE,ORE
KIM,KIM
KOT,KOT
LIT,IDV
KFC,OLB
KPC,KPC
OAS,OAS
KIM,KIM
KEN,KEN
KIM,KIM
KPC,KPC
KEH,KIM
KIM,KIM
OLB,OLB
KIM,KIM
LIT,IDM
KOT,KOT
KPC,KPC
