orig,pred
KAM,KAM
OSH,OSH
KEH,KEH
KPT,KPT
LIT,LIT
IDM,IDV
ORE,ORE
KPC,KPC
KAM,KAM
IDM,IDM
KFC,KFC
IDP,IDP
SYM,SYM
LIT,OLB
OAR,OAR
OAR,OAR
LIT,LIT
KAM,KAM
IDC,IDC
KPC,KPC
IDV,IDC
KPT,KPT
KIM,KIM
KEH,KEH
OUT,OUT
ORE,OAS
KIM,KIM
KAM,KAM
OLB,OLB
ORE,ORE
OAS,OAS
KIM,KIM
KFC,KFC
OAS,OAS
SYM,SYM
KPT,KPT
KAM,KAM
OSH,OSH
KOT,KOT
KPC,KPC
KPC,KPC
OLB,OLB
IDC,IDC
IDV,IDC
ORE,ORE
IDV,IDV
KEH,KEH
KPT,KPT
LIT,LIT
IDP,IDV
SYM,SYM
KEH,KEH
KEN,KEN
ORE,OAS
KPT,KPT
OAS,OAS
KPT,KPT
IDM,IDM
OSH,OSH
KEH,KEH
KPT,KPT
IDP,IDC
KAM,KAM
KEH,KEH
OSH,OSH
KEN,KEN
IDM,IDM
OAS,OAS
SYM,SYM
KEH,KEH
IDV,IDV
LIT,SYM
KOT,KOT
IDC,IDV
ORE,ORE
KPC,KPC
KAM,KAM
IDP,IDV
OSH,OSH
IDV,KPT
IDV,IDV
SYM,SYM
IDV,IDC
KPT,KPT
KEN,KEN
KIM,IDP
IDP,IDP
OAR,OAR
OLB,OLB
KIM,KFC
KAM,KAM
KEN,KEN
OAS,OAS
OSH,OSH
OAR,OAR
IDM,IDM
IDV,IDV
ORE,ORE
KEH,KEH
OSH,OSH
OAS,OAS
ORE,OAS
OLB,OLB
KFC,KFC
OSH,OSH
IDC,IDC
KEH,KEH
KPC,KPC
KIM,IDC
KOT,KOT
KIM,KIM
OAR,OAR
IDP,LIT
KEH,KEH
OSH,OSH
OSH,OSH
IDP,IDP
IDC,IDC
ORE,ORE
IDM,KPT
IDP,IDV
KPC,KPC
OAR,OAR
KFC,KFC
KPT,KPT
SYM,SYM
IDV,KPT
OAR,OAR
IDP,IDP
OLB,OLB
OAR,OAR
IDC,IDM
KEN,KEN
IDM,IDM
KPT,KPT
IDC,IDC
LIT,LIT
KPC,KPC
IDC,IDC
IDV,OSH
SYM,SYM
KFC,KFC
IDP,IDP
ORE,ORE
IDC,IDC
OAS,OAS
KOT,KOT
KEN,KEN
KIM,KIM
KPT,KPT
IDP,IDV
IDC,IDP
OAR,OAR
OAS,OAS
OSH,OSH
LIT,LIT
ORE,OAS
ORE,ORE
SYM,SYM
IDC,IDC
OAR,OAR
OAS,OAS
KEN,KEN
KIM,KIM
OAS,OAS
OSH,OSH
IDC,IDC
OLB,OLB
IDV,IDC
KPC,KPC
IDC,IDC
IDC,IDC
LIT,LIT
KPC,KPC
OAR,OAR
SYM,SYM
KEH,KEH
KEN,KEN
OAS,OAS
OAR,OAR
IDM,IDP
IDM,IDM
KPT,KPT
IDV,IDC
IDP,IDC
OAS,OAS
KAM,KAM
OUT,OUT
SYM,SYM
LIT,LIT
LIT,OUT
IDP,IDC
KEH,KEH
KOT,KOT
OUT,OUT
KAM,KAM
KPT,KPT
KEN,KEN
IDP,KOT
IDC,IDC
KIM,KIM
OSH,OSH
KPC,KPC
KIM,KIM
OAS,OAS
IDM,IDV
IDC,IDC
OAS,OAS
IDV,IDV
KEH,KEH
KOT,KOT
OAR,OAR
KEH,KEH
ORE,OAS
IDM,IDV
OSH,OSH
OAS,OAS
KPC,KPC
IDV,IDC
KEN,KEN
IDV,IDV
KEN,KEN
ORE,ORE
