orig,pred
IDP,IDP
OLB,KIM
KEH,OAS
KEN,KEN
KPT,OAS
OLB,KIM
IDM,KPC
KPC,KPC
IDC,OAS
OSH,KIM
OUT,KIM
KOT,KIM
KPT,OAS
KFC,OAS
KOT,IDM
KAM,KAM
KIM,OAS
KPC,KPC
KEH,OAS
OLB,KIM
KOT,KIM
OLB,KIM
IDM,OAS
IDC,KOT
ORE,OAS
OUT,KAM
IDV,OAS
LIT,KIM
OSH,KIM
IDP,KOT
OAR,KIM
KAM,KAM
LIT,OAS
OAR,KIM
KEN,KEN
KPT,OAS
KOT,OAS
OUT,KIM
KEN,KEN
SYM,KIM
KFC,OAS
IDP,KOT
KIM,OAS
IDV,KAM
OAS,OAS
IDC,OAS
OAS,OAS
IDC,IDM
KEN,KEN
IDM,KOT
ORE,OAS
OSH,KIM
OAS,OAS
OUT,OAS
KOT,OAS
IDV,IDP
IDM,KIM
KFC,KAM
KPT,OAS
OAR,KIM
KEH,OAS
OSH,KIM
KEH,OAS
KPT,OAS
KEN,KEN
KIM,KPC
IDP,IDV
IDV,OAS
LIT,OAS
OUT,KIM
IDV,IDP
ORE,KIM
IDV,IDP
OAR,KIM
KPC,KPC
OSH,KIM
IDP,IDP
IDP,KOT
SYM,KAM
LIT,OAS
KPT,IDV
KEN,KEN
KPT,OAS
OUT,OAS
OUT,KIM
ORE,KIM
IDM,OAS
ORE,OAS
IDP,KOT
OSH,KIM
OAR,KIM
IDV,IDP
OUT,KIM
KEN,KEN
KPT,OAS
SYM,OAS
KPC,KPC
KEH,OAS
OAS,OAS
ORE,KIM
KEN,KEN
SYM,OAS
OAS,OAS
KEH,OAS
KEH,OAS
OAS,OAS
KPC,KPC
LIT,OAS
OSH,KIM
IDM,KEN
KPT,OAS
IDC,KEN
OAR,KIM
KPC,KPC
SYM,OAS
KPC,KPC
KOT,OAS
OLB,KIM
OSH,KIM
KAM,KAM
OLB,KIM
ORE,OAS
LIT,OAS
SYM,OAS
KAM,OAS
ORE,OAS
IDM,IDC
KEH,OAS
IDP,KOT
KAM,KAM
IDC,KEN
KAM,KAM
SYM,KIM
KOT,IDM
OAR,KIM
OLB,KIM
IDM,IDM
SYM,OAS
IDM,OAS
KPT,OAS
ORE,KIM
KFC,KAM
LIT,IDP
OUT,KIM
IDC,IDV
OAR,KIM
LIT,OAS
IDC,IDP
OLB,KIM
IDP,KOT
OLB,KIM
KAM,KAM
KEH,OAS
IDV,OAS
KFC,OAS
KAM,KAM
KFC,KAM
KFC,KAM
OSH,KIM
OUT,KIM
OAR,KIM
IDC,IDP
SYM,KAM
IDP,IDV
IDC,IDP
IDM,KIM
KEN,KEN
IDV,OAS
KFC,OAS
OAS,OAS
OSH,KIM
KIM,OAS
SYM,OAS
IDV,IDP
KAM,KAM
OAR,KIM
OAS,OAS
KFC,OAS
KIM,OAS
KOT,KIM
OAS,OAS
KAM,KAM
ORE,KIM
KIM,OAS
KOT,KIM
LIT,KIM
KFC,KAM
KPC,KPC
OAS,OAS
KIM,OAS
KEN,KEN
KIM,OAS
KPC,KPC
KEH,OAS
KIM,OAS
OLB,KIM
KIM,OAS
LIT,OAS
KOT,KIM
KPC,KPC
