orig,pred
IDP,IDP
OLB,OLB
KEH,OLB
KEN,KEN
KPT,KIM
OLB,OLB
IDM,IDP
KPC,KPC
IDC,IDC
OSH,OLB
OUT,OUT
KOT,KOT
KPT,KIM
KFC,KFC
KOT,KOT
KAM,KAM
KIM,KIM
KPC,KPC
KEH,OLB
OLB,OLB
KOT,KOT
OLB,OLB
IDM,IDM
IDC,IDM
ORE,OLB
OUT,OLB
IDV,IDP
LIT,IDV
OSH,OLB
IDP,IDM
OAR,OAR
KAM,KAM
LIT,LIT
OAR,OAR
KEN,KEN
KPT,KIM
KOT,KOT
OUT,OUT
KEN,KEN
SYM,OAS
KFC,KFC
IDP,IDM
KIM,KIM
IDV,IDV
OAS,OAS
IDC,IDP
OAS,OAS
IDC,IDP
KEN,KEN
IDM,IDM
ORE,OLB
OSH,OLB
OAS,OAS
OUT,OLB
KOT,KOT
IDV,OLB
IDM,IDM
KFC,KFC
KPT,KIM
OAR,OAR
KEH,OLB
OSH,OLB
KEH,KEH
KPT,KIM
KEN,KEN
KIM,IDP
IDP,IDP
IDV,IDP
LIT,IDM
OUT,OUT
IDV,OLB
ORE,ORE
IDV,OLB
OAR,OAR
KPC,KPC
OSH,OLB
IDP,IDP
IDP,IDM
SYM,OLB
LIT,IDM
KPT,KIM
KEN,KEN
KPT,KIM
OUT,OUT
OUT,OUT
ORE,ORE
IDM,IDM
ORE,OLB
IDP,IDM
OSH,OLB
OAR,OAR
IDV,OLB
OUT,OUT
KEN,KEN
KPT,KIM
SYM,SYM
KPC,KPC
KEH,KEH
OAS,OAS
ORE,ORE
KEN,KEN
SYM,KFC
OAS,OAS
KEH,ORE
KEH,KIM
OAS,OAS
KPC,KPC
LIT,IDM
OSH,OLB
IDM,IDM
KPT,KIM
IDC,IDC
OAR,OAR
KPC,KPC
SYM,SYM
KPC,KPC
KOT,KOT
OLB,OLB
OSH,OLB
KAM,KAM
OLB,OLB
ORE,OLB
LIT,IDM
SYM,SYM
KAM,KAM
ORE,OLB
IDM,IDM
KEH,OLB
IDP,IDM
KAM,KAM
IDC,IDC
KAM,KAM
SYM,OUT
KOT,KOT
OAR,OAR
OLB,OLB
IDM,IDP
SYM,SYM
IDM,IDM
KPT,KIM
ORE,ORE
KFC,KFC
LIT,KPT
OUT,OUT
IDC,IDP
OAR,OAR
LIT,IDM
IDC,KOT
OLB,OLB
IDP,IDM
OLB,OLB
KAM,KAM
KEH,OLB
IDV,IDV
KFC,KFC
KAM,KAM
KFC,KFC
KFC,KFC
OSH,OLB
OUT,OUT
OAR,OAR
IDC,KOT
SYM,OLB
IDP,IDP
IDC,IDP
IDM,IDV
KEN,KEN
IDV,IDP
KFC,OLB
OAS,OAS
OSH,OLB
KIM,KIM
SYM,SYM
IDV,OLB
KAM,KAM
OAR,OAR
OAS,OAS
KFC,KIM
KIM,KIM
KOT,KOT
OAS,OAS
KAM,KAM
ORE,ORE
KIM,KIM
KOT,KOT
LIT,IDV
KFC,KFC
KPC,KPC
OAS,OAS
KIM,KIM
KEN,KEN
KIM,KIM
KPC,KPC
KEH,KIM
KIM,KIM
OLB,OLB
KIM,KIM
LIT,IDM
KOT,KOT
KPC,KPC
