orig,pred
IDP,IDC
OLB,OLB
KEH,IDC
KEN,KEN
KPT,KPT
OLB,OLB
IDM,IDM
KPC,KPC
IDC,IDC
OSH,OSH
OUT,OUT
KOT,IDC
KPT,KPT
KFC,KFC
KOT,IDC
KAM,KAM
KIM,IDC
KPC,KPC
KEH,IDC
OLB,OLB
KOT,IDC
OLB,IDC
IDM,IDM
IDC,IDC
ORE,IDC
OUT,OUT
IDV,IDP
LIT,IDC
OSH,OSH
IDP,IDC
OAR,IDC
KAM,KAM
LIT,IDM
OAR,IDC
KEN,KEN
KPT,KPT
KOT,KOT
OUT,OUT
KEN,KEN
SYM,IDC
KFC,KFC
IDP,IDC
KIM,IDC
IDV,IDC
OAS,OAS
IDC,IDC
OAS,OAS
IDC,IDC
KEN,KEN
IDM,IDC
ORE,IDC
OSH,OSH
OAS,OAS
OUT,OUT
KOT,KOT
IDV,IDC
IDM,IDC
KFC,IDC
KPT,KPT
OAR,IDC
KEH,IDC
OSH,OSH
KEH,KEH
KPT,KPT
KEN,KEN
KIM,IDC
IDP,IDC
IDV,IDP
LIT,IDC
OUT,OUT
IDV,IDC
ORE,ORE
IDV,IDC
OAR,IDC
KPC,KPC
OSH,OSH
IDP,IDC
IDP,IDC
SYM,IDC
LIT,IDM
KPT,IDV
KEN,KEN
KPT,KPT
OUT,OUT
OUT,OUT
ORE,ORE
IDM,IDC
ORE,IDC
IDP,IDC
OSH,OSH
OAR,IDC
IDV,IDC
OUT,OUT
KEN,KEN
KPT,KPT
SYM,IDC
KPC,KPC
KEH,KEH
OAS,OAS
ORE,ORE
KEN,KEN
SYM,IDC
OAS,OAS
KEH,IDC
KEH,IDC
OAS,OAS
KPC,KPC
LIT,IDC
OSH,OSH
IDM,IDC
KPT,KPT
IDC,IDC
OAR,IDC
KPC,KPC
SYM,IDC
KPC,KPC
KOT,KOT
OLB,OLB
OSH,OSH
KAM,KAM
OLB,OLB
ORE,IDC
LIT,IDC
SYM,IDC
KAM,IDC
ORE,IDC
IDM,IDC
KEH,IDC
IDP,IDC
KAM,KAM
IDC,IDC
KAM,KAM
SYM,OUT
KOT,IDC
OAR,IDC
OLB,OLB
IDM,IDM
SYM,SYM
IDM,IDM
KPT,KPT
ORE,ORE
KFC,IDC
LIT,IDM
OUT,OUT
IDC,IDC
OAR,IDC
LIT,IDC
IDC,IDC
OLB,OLB
IDP,IDC
OLB,OLB
KAM,KAM
KEH,IDC
IDV,IDC
KFC,KFC
KAM,KAM
KFC,IDC
KFC,IDC
OSH,OSH
OUT,OUT
OAR,IDC
IDC,IDC
SYM,IDC
IDP,IDC
IDC,IDC
IDM,IDC
KEN,KEN
IDV,IDP
KFC,IDC
OAS,OAS
OSH,OSH
KIM,IDC
SYM,SYM
IDV,IDC
KAM,KAM
OAR,IDC
OAS,OAS
KFC,IDC
KIM,IDC
KOT,IDC
OAS,OAS
KAM,KAM
ORE,ORE
KIM,IDC
KOT,IDC
LIT,IDC
KFC,IDC
KPC,KPC
OAS,OAS
KIM,IDC
KEN,KEN
KIM,IDC
KPC,KPC
KEH,IDC
KIM,IDC
OLB,OLB
KIM,IDC
LIT,IDC
KOT,IDC
KPC,KPC
