orig,pred
IDP,IDC
OLB,OLB
KEH,KOT
KEN,KEN
KPT,KIM
OLB,OLB
IDM,IDV
KPC,KPC
IDC,IDC
OSH,OSH
OUT,KPC
KOT,KOT
KPT,KIM
KFC,KFC
KOT,KOT
KAM,KAM
KIM,KIM
KPC,KPC
KEH,KOT
OLB,OLB
KOT,KOT
OLB,OLB
IDM,IDP
IDC,IDM
ORE,ORE
OUT,KOT
IDV,IDP
LIT,IDV
OSH,OSH
IDP,IDM
OAR,OAR
KAM,KAM
LIT,LIT
OAR,OAR
KEN,KEN
KPT,KIM
KOT,KOT
OUT,KPC
KEN,KEN
SYM,OAS
KFC,KFC
IDP,IDM
KIM,KIM
IDV,IDV
OAS,OAS
IDC,IDP
OAS,OAS
IDC,IDP
KEN,KEN
IDM,IDM
ORE,ORE
OSH,OSH
OAS,OAS
OUT,OLB
KOT,KOT
IDV,KOT
IDM,IDM
KFC,OLB
KPT,KIM
OAR,OAR
KEH,KOT
OSH,OSH
KEH,KOT
KPT,KIM
KEN,KEN
KIM,IDV
IDP,IDV
IDV,IDP
LIT,IDC
OUT,KPC
IDV,KOT
ORE,ORE
IDV,KOT
OAR,OAR
KPC,KPC
OSH,OSH
IDP,IDC
IDP,IDM
SYM,KOT
LIT,IDM
KPT,KIM
KEN,KEN
KPT,KIM
OUT,SYM
OUT,KPC
ORE,ORE
IDM,IDM
ORE,ORE
IDP,IDM
OSH,OSH
OAR,OAR
IDV,KOT
OUT,KPC
KEN,KEN
KPT,KIM
SYM,SYM
KPC,KPC
KEH,KOT
OAS,OAS
ORE,ORE
KEN,KEN
SYM,KFC
OAS,OAS
KEH,KPC
KEH,KIM
OAS,OAS
KPC,KPC
LIT,IDM
OSH,OSH
IDM,IDM
KPT,KIM
IDC,IDC
OAR,OAR
KPC,KPC
SYM,SYM
KPC,KPC
KOT,KOT
OLB,OLB
OSH,OSH
KAM,KAM
OLB,OLB
ORE,ORE
LIT,IDM
SYM,SYM
KAM,KAM
ORE,ORE
IDM,IDM
KEH,KOT
IDP,IDM
KAM,KAM
IDC,IDC
KAM,KAM
SYM,SYM
KOT,KOT
OAR,OAR
OLB,OLB
IDM,IDV
SYM,SYM
IDM,IDM
KPT,KIM
ORE,ORE
KFC,OLB
LIT,OSH
OUT,KPC
IDC,IDP
OAR,OAR
LIT,IDM
IDC,KOT
OLB,OLB
IDP,IDM
OLB,OLB
KAM,KAM
KEH,KOT
IDV,IDV
KFC,KFC
KAM,KAM
KFC,OLB
KFC,OLB
OSH,OSH
OUT,KPC
OAR,OAR
IDC,KOT
SYM,KOT
IDP,IDP
IDC,IDP
IDM,IDV
KEN,KEN
IDV,IDP
KFC,KIM
OAS,OAS
OSH,OSH
KIM,KIM
SYM,SYM
IDV,KOT
KAM,KAM
OAR,OAR
OAS,OAS
KFC,IDV
KIM,KIM
KOT,KOT
OAS,OAS
KAM,KAM
ORE,ORE
KIM,KIM
KOT,KOT
LIT,IDV
KFC,OLB
KPC,KPC
OAS,OAS
KIM,KIM
KEN,KEN
KIM,KIM
KPC,KPC
KEH,KIM
KIM,KIM
OLB,OLB
KIM,KIM
LIT,IDM
KOT,KOT
KPC,KPC
