orig,pred
IDP,IDV
OLB,OLB
KEH,KOT
KEN,KEN
KPT,KOT
OLB,OLB
IDM,KOT
KPC,KPC
IDC,IDV
OSH,OSH
OUT,OLB
KOT,KIM
KPT,KOT
KFC,KIM
KOT,IDV
KAM,KAM
KIM,KIM
KPC,KPC
KEH,KOT
OLB,OLB
KOT,KIM
OLB,KIM
IDM,IDC
IDC,KEN
ORE,KOT
OUT,KOT
IDV,IDP
LIT,ORE
OSH,OSH
IDP,IDM
OAR,OAR
KAM,KAM
LIT,LIT
OAR,OAR
KEN,KEN
KPT,KOT
KOT,KOT
OUT,OLB
KEN,KEN
SYM,OAS
KFC,KOT
IDP,IDM
KIM,KIM
IDV,IDV
OAS,OAS
IDC,IDC
OAS,OAS
IDC,IDC
KEN,KEN
IDM,IDV
ORE,KOT
OSH,OSH
OAS,OAS
OUT,KOT
KOT,KOT
IDV,KEN
IDM,IDP
KFC,KOT
KPT,KOT
OAR,OAR
KEH,KOT
OSH,OSH
KEH,KOT
KPT,KOT
KEN,KEN
KIM,IDV
IDP,KIM
IDV,IDP
LIT,OAS
OUT,OLB
IDV,KEN
ORE,OAS
IDV,KEN
OAR,OAR
KPC,KPC
OSH,OSH
IDP,IDV
IDP,IDM
SYM,OAS
LIT,IDC
KPT,KOT
KEN,KEN
KPT,KOT
OUT,OAS
OUT,OLB
ORE,OAS
IDM,IDC
ORE,KOT
IDP,IDM
OSH,OSH
OAR,OAR
IDV,KEN
OUT,OLB
KEN,KEN
KPT,KOT
SYM,SYM
KPC,KPC
KEH,KOT
OAS,OAS
ORE,OAS
KEN,KEN
SYM,SYM
OAS,OAS
KEH,IDV
KEH,KIM
OAS,OAS
KPC,KPC
LIT,IDM
OSH,OSH
IDM,IDC
KPT,KOT
IDC,IDC
OAR,OAR
KPC,KPC
SYM,SYM
KPC,KPC
KOT,KOT
OLB,OLB
OSH,OSH
KAM,KAM
OLB,OLB
ORE,KOT
LIT,IDM
SYM,SYM
KAM,KAM
ORE,KOT
IDM,IDC
KEH,KOT
IDP,IDM
KAM,KAM
IDC,IDC
KAM,KAM
SYM,OAR
KOT,IDV
OAR,OAR
OLB,OLB
IDM,IDC
SYM,SYM
IDM,IDP
KPT,KOT
ORE,OAS
KFC,KOT
LIT,IDM
OUT,OLB
IDC,OAS
OAR,OAR
LIT,LIT
IDC,IDV
OLB,OLB
IDP,IDM
OLB,OLB
KAM,KAM
KEH,KOT
IDV,KIM
KFC,KIM
KAM,KAM
KFC,KOT
KFC,KOT
OSH,OSH
OUT,OLB
OAR,OAR
IDC,IDV
SYM,OAS
IDP,KPC
IDC,IDV
IDM,KIM
KEN,KEN
IDV,IDP
KFC,KOT
OAS,OAS
OSH,OSH
KIM,KIM
SYM,SYM
IDV,KEN
KAM,KAM
OAR,OAR
OAS,OAS
KFC,KIM
KIM,KIM
KOT,KIM
OAS,OAS
KAM,KAM
ORE,OAS
KIM,KIM
KOT,KIM
LIT,ORE
KFC,KOT
KPC,KPC
OAS,OAS
KIM,KIM
KEN,KEN
KIM,KIM
KPC,KPC
KEH,KIM
KIM,KIM
OLB,OLB
KIM,KIM
LIT,LIT
KOT,KIM
KPC,KPC
