orig,pred
KAM,KAM
OSH,IDC
KEH,KEH
KPT,KPT
LIT,LIT
IDM,IDC
ORE,ORE
KPC,KPC
KAM,KAM
IDM,IDM
KFC,KFC
IDP,IDM
SYM,SYM
LIT,LIT
OAR,OAR
OAR,OAR
LIT,LIT
KAM,KAM
IDC,IDC
KPC,KPC
IDV,IDV
KPT,KPT
KIM,KIM
KEH,KEH
OUT,OUT
ORE,ORE
KIM,KIM
KAM,KAM
OLB,OLB
ORE,ORE
OAS,OAS
KIM,KIM
KFC,KFC
OAS,OAS
SYM,SYM
KPT,KPT
KAM,KAM
OSH,IDC
KOT,KOT
KPC,KPC
KPC,KPC
OLB,OLB
IDC,IDC
IDV,IDP
ORE,ORE
IDV,IDC
KEH,KEH
KPT,KPT
LIT,LIT
IDP,IDV
SYM,SYM
KEH,KEH
KEN,KEN
ORE,ORE
KPT,KPT
OAS,OAS
KPT,KPT
IDM,IDM
OSH,IDC
KEH,KEH
KPT,KPT
IDP,IDC
KAM,KAM
KEH,KEH
OSH,IDC
KEN,KEN
IDM,IDM
OAS,OAS
SYM,SYM
KEH,KEH
IDV,IDC
LIT,LIT
KOT,KOT
IDC,IDC
ORE,ORE
KPC,KPC
KAM,KAM
IDP,IDC
OSH,IDC
IDV,IDP
IDV,IDV
SYM,SYM
IDV,IDC
KPT,KPT
KEN,KEN
KIM,KIM
IDP,IDC
OAR,OAR
OLB,OLB
KIM,KIM
KAM,KAM
KEN,KEN
OAS,OAS
OSH,IDC
OAR,OAR
IDM,IDM
IDV,IDC
ORE,ORE
KEH,KEH
OSH,IDC
OAS,OAS
ORE,ORE
OLB,OLB
KFC,KFC
OSH,IDC
IDC,IDC
KEH,KEH
KPC,KPC
KIM,KIM
KOT,KOT
KIM,KIM
OAR,OAR
IDP,IDV
KEH,KEH
OSH,IDC
OSH,IDC
IDP,IDC
IDC,IDC
ORE,ORE
IDM,IDM
IDP,IDC
KPC,KPC
OAR,OAR
KFC,KFC
KPT,KPT
SYM,SYM
IDV,IDV
OAR,OAR
IDP,IDC
OLB,OLB
OAR,OAR
IDC,IDC
KEN,KEN
IDM,IDM
KPT,KPT
IDC,IDC
LIT,LIT
KPC,KPC
IDC,IDC
IDV,IDC
SYM,SYM
KFC,KFC
IDP,IDC
ORE,ORE
IDC,IDC
OAS,OAS
KOT,KOT
KEN,KEN
KIM,KIM
KPT,KPT
IDP,IDC
IDC,IDV
OAR,OAR
OAS,OAS
OSH,IDC
LIT,LIT
ORE,ORE
ORE,ORE
SYM,SYM
IDC,IDC
OAR,OAR
OAS,OAS
KEN,KEN
KIM,KIM
OAS,OAS
OSH,IDC
IDC,IDC
OLB,OLB
IDV,IDC
KPC,KPC
IDC,IDC
IDC,IDC
LIT,LIT
KPC,KPC
OAR,OAR
SYM,SYM
KEH,KEH
KEN,KEN
OAS,OAS
OAR,OAR
IDM,IDV
IDM,IDM
KPT,KPT
IDV,IDC
IDP,IDC
OAS,OAS
KAM,KAM
OUT,OUT
SYM,SYM
LIT,LIT
LIT,LIT
IDP,IDC
KEH,KEH
KOT,KOT
OUT,OUT
KAM,KAM
KPT,KPT
KEN,KEN
IDP,IDC
IDC,IDC
KIM,KIM
OSH,IDC
KPC,KPC
KIM,KIM
OAS,OAS
IDM,IDC
IDC,IDC
OAS,OAS
IDV,IDC
KEH,KEH
KOT,KOT
OAR,OAR
KEH,KEH
ORE,ORE
IDM,IDC
OSH,IDC
OAS,OAS
KPC,KPC
IDV,IDV
KEN,KEN
IDV,IDV
KEN,KEN
ORE,ORE
KAM,KAM
IDM,IDM
KEH,KEH
IDM,IDM
KIM,KIM
KAM,KAM
OUT,OUT
KPT,KPT
KEH,KEH
KAM,KAM
OAR,OAR
SYM,SYM
OAS,OAS
IDV,IDV
OLB,OLB
KAM,KAM
IDV,IDC
OAS,OAS
IDM,IDM
SYM,SYM
KEH,KEH
KAM,KAM
IDM,IDM
OAR,OAR
KEH,KEH
IDV,IDV
KEN,KEN
IDC,IDC
KPC,KPC
IDV,IDC
OLB,OLB
SYM,SYM
OAR,OAR
KAM,KAM
IDC,IDC
KIM,KIM
ORE,ORE
OLB,OLB
IDP,IDC
KIM,KIM
OUT,OUT
KPT,KPT
KEN,KEN
IDV,IDV
OUT,OUT
KIM,KIM
OLB,OLB
IDC,IDC
IDV,IDV
OSH,IDC
KAM,KAM
KPC,KPC
KPT,KPT
SYM,SYM
IDV,IDC
OAS,OAS
KEN,KEN
OAS,OAS
OAS,OAS
KPC,KPC
IDC,IDC
IDP,IDC
IDV,IDM
KOT,KOT
KEH,KEH
KEN,KEN
KOT,KOT
KFC,KFC
KOT,KOT
KEH,KEH
KFC,KFC
KOT,KOT
OAS,OAS
OAR,OAR
KEH,KEH
OUT,OUT
KEN,KEN
KIM,KIM
IDC,IDC
KFC,KFC
ORE,ORE
ORE,ORE
KPT,KPT
KEH,KEH
IDP,IDM
KIM,KIM
OSH,IDC
OSH,IDC
IDM,IDC
OAR,OAR
KPT,KPT
OSH,IDC
KPC,KPC
KEN,KEN
KPT,KPT
KEN,KEN
IDV,IDP
IDP,IDC
OUT,OUT
KFC,KFC
KFC,KFC
KEN,KEN
KEN,KEN
KPC,KPC
KPT,KPT
OAS,OAS
KEN,KEN
KEH,KEH
IDC,IDV
KOT,KOT
IDV,IDC
IDC,IDC
KPC,KPC
IDM,IDM
KAM,KAM
OUT,OUT
KEN,KEN
IDC,IDC
KPC,KPC
ORE,ORE
IDV,IDV
LIT,LIT
LIT,LIT
IDP,IDC
KPT,KPT
ORE,ORE
LIT,LIT
