orig,pred
KAM,SYM
OSH,SYM
KEH,SYM
KPT,SYM
LIT,SYM
IDM,IDC
ORE,SYM
KPC,KPC
KAM,SYM
IDM,IDC
KFC,SYM
IDP,IDC
SYM,SYM
LIT,SYM
OAR,SYM
OAR,SYM
LIT,SYM
KAM,SYM
IDC,SYM
KPC,KPC
IDV,IDC
KPT,SYM
KIM,SYM
KEH,SYM
OUT,SYM
ORE,SYM
KIM,SYM
KAM,SYM
OLB,SYM
ORE,SYM
OAS,SYM
KIM,SYM
KFC,SYM
OAS,SYM
SYM,SYM
KPT,SYM
KAM,SYM
OSH,SYM
KOT,SYM
KPC,KPC
KPC,KPC
OLB,SYM
IDC,SYM
IDV,KPC
ORE,SYM
IDV,KEN
KEH,SYM
KPT,SYM
LIT,SYM
IDP,SYM
SYM,SYM
KEH,SYM
KEN,KEN
ORE,SYM
KPT,SYM
OAS,SYM
KPT,SYM
IDM,IDC
OSH,SYM
KEH,SYM
KPT,SYM
IDP,SYM
KAM,SYM
KEH,SYM
OSH,SYM
KEN,KEN
IDM,SYM
OAS,SYM
SYM,SYM
KEH,SYM
IDV,SYM
LIT,SYM
KOT,SYM
IDC,SYM
ORE,SYM
KPC,KPC
KAM,SYM
IDP,SYM
OSH,SYM
IDV,IDC
IDV,SYM
SYM,SYM
IDV,KPC
KPT,SYM
KEN,KEN
KIM,SYM
IDP,SYM
OAR,SYM
OLB,SYM
KIM,SYM
KAM,SYM
KEN,KEN
OAS,SYM
OSH,SYM
OAR,SYM
IDM,SYM
IDV,SYM
ORE,SYM
KEH,SYM
OSH,SYM
OAS,SYM
ORE,SYM
OLB,SYM
KFC,SYM
OSH,SYM
IDC,SYM
KEH,SYM
KPC,KPC
KIM,SYM
KOT,SYM
KIM,SYM
OAR,SYM
IDP,SYM
KEH,SYM
OSH,SYM
OSH,SYM
IDP,SYM
IDC,SYM
ORE,SYM
IDM,SYM
IDP,OSH
KPC,KPC
OAR,SYM
KFC,SYM
KPT,SYM
SYM,SYM
IDV,IDC
OAR,SYM
IDP,SYM
OLB,SYM
OAR,SYM
IDC,SYM
KEN,KEN
IDM,IDC
KPT,SYM
IDC,IDC
LIT,SYM
KPC,KPC
IDC,SYM
