orig,pred
IDP,IDM
OLB,OLB
KEH,KEH
KEN,KEN
KPT,KPT
OLB,OLB
IDM,IDM
KPC,KPC
IDC,IDC
OSH,OSH
OUT,OUT
KOT,KOT
KPT,KPT
KFC,KFC
KOT,KOT
KAM,KAM
KIM,KIM
KPC,KPC
KEH,KEH
OLB,OLB
KOT,KOT
OLB,OLB
IDM,IDM
IDC,IDM
ORE,ORE
OUT,OUT
IDV,IDP
LIT,LIT
OSH,OSH
IDP,IDC
OAR,OAR
KAM,KAM
LIT,IDC
OAR,OAR
KEN,KEN
KPT,KPT
KOT,KOT
OUT,OUT
KEN,KEN
SYM,SYM
KFC,KFC
IDP,IDC
KIM,KIM
IDV,IDP
OAS,OAS
IDC,IDC
OAS,OAS
IDC,IDP
KEN,KEN
IDM,IDP
ORE,ORE
OSH,OSH
OAS,OAS
OUT,OUT
KOT,KOT
IDV,IDV
IDM,IDM
KFC,KFC
KPT,KPT
OAR,OAR
KEH,KEH
OSH,OSH
KEH,KEH
KPT,KPT
KEN,KEN
KIM,IDP
IDP,IDP
IDV,IDP
LIT,KOT
OUT,OUT
IDV,IDV
ORE,ORE
IDV,IDV
OAR,OAR
KPC,KPC
OSH,OSH
IDP,IDM
IDP,IDC
SYM,SYM
LIT,IDC
KPT,IDP
KEN,KEN
KPT,KPT
OUT,OUT
OUT,OUT
ORE,ORE
IDM,IDM
ORE,ORE
IDP,IDC
OSH,OSH
OAR,OAR
IDV,IDV
OUT,OUT
KEN,KEN
KPT,KPT
SYM,SYM
KPC,KPC
KEH,KEH
OAS,OAS
ORE,ORE
KEN,KEN
SYM,IDC
OAS,OAS
KEH,KOT
KEH,KEH
OAS,OAS
KPC,KPC
LIT,LIT
OSH,OSH
IDM,IDM
KPT,KPT
IDC,IDC
OAR,OAR
KPC,KPC
SYM,SYM
KPC,KPC
KOT,KOT
OLB,OLB
OSH,OSH
KAM,KAM
OLB,OLB
ORE,ORE
LIT,IDP
SYM,SYM
KAM,IDP
ORE,ORE
IDM,IDM
KEH,KEH
IDP,IDC
KAM,KAM
IDC,IDM
KAM,KAM
SYM,SYM
KOT,KOT
OAR,OAR
OLB,OLB
IDM,IDM
SYM,SYM
IDM,IDM
KPT,KPT
ORE,ORE
KFC,KFC
LIT,IDC
OUT,OUT
IDC,IDP
OAR,OAR
LIT,LIT
IDC,IDC
OLB,OLB
IDP,IDC
OLB,OLB
KAM,KAM
KEH,KEH
IDV,IDV
KFC,KFC
KAM,KAM
KFC,KFC
KFC,KFC
OSH,OSH
OUT,OUT
OAR,OAR
IDC,IDC
SYM,SYM
IDP,IDP
IDC,IDP
IDM,IDP
KEN,KEN
IDV,IDP
KFC,KFC
OAS,OAS
OSH,OSH
KIM,KIM
SYM,SYM
IDV,IDV
KAM,KAM
OAR,OAR
OAS,OAS
KFC,KEH
KIM,KIM
KOT,KOT
OAS,OAS
KAM,KAM
ORE,ORE
KIM,KIM
KOT,KOT
LIT,LIT
KFC,KFC
KPC,KPC
OAS,OAS
KIM,KIM
KEN,KEN
KIM,KIM
KPC,KPC
KEH,KEH
KIM,KIM
OLB,OLB
KIM,KIM
LIT,IDC
KOT,KOT
KPC,KPC
