orig,pred
KAM,KAM
OSH,OSH
KEH,KEH
KPT,KPT
LIT,LIT
IDM,IDC
ORE,ORE
KPC,KPC
KAM,KAM
IDM,IDM
KFC,KFC
IDP,IDC
SYM,SYM
LIT,OLB
OAR,OAR
OAR,OAR
LIT,LIT
KAM,KAM
IDC,IDM
KPC,KPC
IDV,IDC
KPT,KPT
KIM,KIM
KEH,KEH
OUT,OSH
ORE,ORE
KIM,KIM
KAM,KAM
OLB,OLB
ORE,ORE
OAS,OAS
KIM,KIM
KFC,KFC
OAS,OAS
SYM,SYM
KPT,KPT
KAM,KAM
OSH,OSH
KOT,KOT
KPC,KPC
KPC,KPC
OLB,OLB
IDC,IDC
IDV,IDC
ORE,ORE
IDV,IDC
KEH,KEH
KPT,KPT
LIT,LIT
IDP,IDC
SYM,SYM
KEH,KEH
KEN,KEN
ORE,ORE
KPT,KPT
OAS,OAS
KPT,IDC
IDM,IDM
OSH,OSH
KEH,KEH
KPT,KPT
IDP,IDC
KAM,KAM
KEH,KEH
OSH,OSH
KEN,KEN
IDM,IDM
OAS,OAS
SYM,SYM
KEH,KEH
IDV,IDC
LIT,LIT
KOT,KOT
IDC,IDC
ORE,ORE
KPC,KPC
KAM,KAM
IDP,IDC
OSH,OSH
IDV,IDC
IDV,IDV
SYM,SYM
IDV,IDP
KPT,KPT
KEN,KEN
KIM,KIM
IDP,IDC
OAR,OAR
OLB,OLB
KIM,OSH
KAM,KAM
KEN,KEN
OAS,OAS
OSH,OSH
OAR,OAR
IDM,IDM
IDV,IDC
ORE,ORE
KEH,KEH
OSH,OSH
OAS,OAS
ORE,OSH
OLB,OLB
KFC,KFC
OSH,OSH
IDC,IDC
KEH,KEH
KPC,KPC
KIM,KIM
KOT,KOT
KIM,KIM
OAR,OAR
IDP,OSH
KEH,KEH
OSH,OSH
OSH,OSH
IDP,IDC
IDC,IDC
ORE,ORE
IDM,OAR
IDP,IDC
KPC,KPC
OAR,OAR
KFC,KFC
KPT,KPT
SYM,SYM
IDV,IDC
OAR,OAR
IDP,IDC
OLB,OLB
OAR,OAR
IDC,IDM
KEN,KEN
IDM,IDC
KPT,KPT
IDC,IDC
LIT,LIT
KPC,KPC
IDC,IDM
IDV,IDC
SYM,SYM
KFC,KFC
IDP,IDC
ORE,ORE
IDC,IDC
OAS,OAS
KOT,IDC
KEN,KEN
KIM,KIM
KPT,KPT
IDP,IDV
IDC,IDM
OAR,OAR
OAS,OAS
OSH,OSH
LIT,IDM
ORE,ORE
ORE,ORE
SYM,SYM
IDC,IDC
OAR,OAR
OAS,OAS
KEN,KEN
KIM,KIM
OAS,OAS
OSH,OSH
IDC,IDC
OLB,OLB
IDV,IDC
KPC,KPC
IDC,IDC
IDC,IDC
LIT,IDC
KPC,KPC
OAR,OAR
SYM,SYM
KEH,KEH
KEN,KEN
OAS,OAS
OAR,OAR
IDM,IDM
IDM,IDM
KPT,KPT
IDV,IDC
IDP,OAR
OAS,OAS
KAM,KAM
OUT,OUT
SYM,SYM
LIT,LIT
LIT,LIT
IDP,OAR
KEH,KEH
KOT,KOT
OUT,OUT
KAM,KAM
KPT,KPT
KEN,KEN
IDP,IDC
IDC,IDC
KIM,KIM
OSH,OSH
KPC,KPC
KIM,KIM
OAS,OAS
IDM,IDC
IDC,IDC
OAS,OAS
IDV,IDC
KEH,KEH
KOT,IDC
OAR,OAR
KEH,KEH
ORE,ORE
IDM,IDC
OSH,OSH
OAS,OAS
KPC,KPC
IDV,IDC
KEN,KEN
IDV,IDM
KEN,KEN
ORE,ORE
