orig,pred
KAM,KAM
OSH,OSH
KEH,OAR
KPT,KPT
LIT,LIT
IDM,IDP
ORE,ORE
KPC,KPC
KAM,KAM
IDM,IDM
KFC,KFC
IDP,IDV
SYM,SYM
LIT,OLB
OAR,OAR
OAR,OAR
LIT,LIT
KAM,KAM
IDC,IDC
KPC,KPC
IDV,KOT
KPT,KPT
KIM,KIM
KEH,OAR
OUT,OUT
ORE,ORE
KIM,KIM
KAM,KAM
OLB,OLB
ORE,ORE
OAS,OAS
KIM,KIM
KFC,KFC
OAS,OAS
SYM,SYM
KPT,KPT
KAM,KAM
OSH,OSH
KOT,KOT
KPC,KPC
KPC,KPC
OLB,OLB
IDC,IDC
IDV,IDP
ORE,ORE
IDV,IDP
KEH,KEH
KPT,KPT
LIT,LIT
IDP,IDV
SYM,SYM
KEH,KEH
KEN,KEN
ORE,ORE
KPT,KPT
OAS,OAS
KPT,KPT
IDM,IDM
OSH,OSH
KEH,KEH
KPT,KPT
IDP,IDP
KAM,KAM
KEH,KEH
OSH,OSH
KEN,KEN
IDM,IDM
OAS,OAS
SYM,SYM
KEH,KEH
IDV,KIM
LIT,LIT
KOT,KOT
IDC,KIM
ORE,ORE
KPC,KPC
KAM,KAM
IDP,OUT
OSH,OSH
IDV,IDC
IDV,IDV
SYM,SYM
IDV,IDC
KPT,KPT
KEN,KEN
KIM,KIM
IDP,IDP
OAR,OAR
OLB,OLB
KIM,OUT
KAM,KAM
KEN,KEN
OAS,OAS
OSH,OSH
OAR,OAR
IDM,IDM
IDV,IDC
ORE,ORE
KEH,KEH
OSH,OSH
OAS,OAS
ORE,ORE
OLB,OLB
KFC,KFC
OSH,OSH
IDC,KIM
KEH,KEH
KPC,KPC
KIM,KIM
KOT,KOT
KIM,KIM
OAR,OAR
IDP,LIT
KEH,OAR
OSH,OSH
OSH,OSH
IDP,IDP
IDC,IDC
ORE,ORE
IDM,KEH
IDP,IDP
KPC,KPC
OAR,OAR
KFC,KFC
KPT,KPT
SYM,SYM
IDV,IDP
OAR,OAR
IDP,IDP
OLB,OLB
OAR,OAR
IDC,IDC
KEN,KEN
IDM,KAM
KPT,KPT
IDC,IDC
LIT,LIT
KPC,KPC
IDC,LIT
IDV,IDP
SYM,SYM
KFC,KFC
IDP,IDP
ORE,ORE
IDC,IDC
OAS,OAS
KOT,KOT
KEN,KEN
KIM,KIM
KPT,KPT
IDP,IDV
IDC,IDC
OAR,OAR
OAS,OAS
OSH,OSH
LIT,LIT
ORE,ORE
ORE,ORE
SYM,OSH
IDC,IDC
OAR,OAR
OAS,OAS
KEN,KEN
KIM,KIM
OAS,OAS
OSH,OSH
IDC,IDC
OLB,OLB
IDV,IDV
KPC,KPC
IDC,IDC
IDC,IDC
LIT,LIT
KPC,KPC
OAR,OAR
SYM,SYM
KEH,KEH
KEN,KEN
OAS,OAS
OAR,OAR
IDM,IDP
IDM,IDP
KPT,KPT
IDV,IDV
IDP,IDC
OAS,OAS
KAM,KAM
OUT,OUT
SYM,SYM
LIT,LIT
LIT,LIT
IDP,IDC
KEH,KEH
KOT,KOT
OUT,OUT
KAM,KAM
KPT,KPT
KEN,KEN
IDP,IDP
IDC,IDC
KIM,KIM
OSH,OSH
KPC,KPC
KIM,KIM
OAS,OAS
IDM,IDP
IDC,IDC
OAS,OAS
IDV,IDV
KEH,KEH
KOT,KOT
OAR,OAR
KEH,KEH
ORE,ORE
IDM,IDP
OSH,OSH
OAS,OAS
KPC,KPC
IDV,IDP
KEN,KEN
IDV,IDM
KEN,KEN
ORE,ORE
