orig,pred
IDP,IDM
OLB,OLB
KEH,KOT
KEN,KEN
KPT,KIM
OLB,OLB
IDM,IDV
KPC,KPC
IDC,IDC
OSH,OSH
OUT,KIM
KOT,KOT
KPT,KIM
KFC,IDV
KOT,KOT
KAM,KAM
KIM,KIM
KPC,KPC
KEH,KOT
OLB,OLB
KOT,KOT
OLB,OLB
IDM,IDP
IDC,IDM
ORE,KOT
OUT,KOT
IDV,IDP
LIT,IDV
OSH,OSH
IDP,IDM
OAR,OAR
KAM,KAM
LIT,LIT
OAR,OAR
KEN,KEN
KPT,KIM
KOT,KOT
OUT,KIM
KEN,KEN
SYM,SYM
KFC,KFC
IDP,IDM
KIM,KIM
IDV,IDV
OAS,OAS
IDC,IDP
OAS,OAS
IDC,IDP
KEN,KEN
IDM,IDM
ORE,KOT
OSH,OSH
OAS,OAS
OUT,OLB
KOT,KOT
IDV,KOT
IDM,IDM
KFC,KIM
KPT,KIM
OAR,OAR
KEH,KOT
OSH,OSH
KEH,KOT
KPT,KIM
KEN,KEN
KIM,IDV
IDP,IDV
IDV,IDP
LIT,IDM
OUT,KIM
IDV,KOT
ORE,ORE
IDV,KOT
OAR,OAR
KPC,KPC
OSH,OSH
IDP,IDM
IDP,IDM
SYM,KOT
LIT,IDC
KPT,KIM
KEN,KEN
KPT,KIM
OUT,SYM
OUT,KIM
ORE,ORE
IDM,IDM
ORE,KOT
IDP,IDM
OSH,OSH
OAR,OAR
IDV,KOT
OUT,KIM
KEN,KEN
KPT,KIM
SYM,SYM
KPC,KPC
KEH,KOT
OAS,OAS
ORE,ORE
KEN,KEN
SYM,KIM
OAS,OAS
KEH,KOT
KEH,KIM
OAS,OAS
KPC,KPC
LIT,IDP
OSH,OSH
IDM,IDP
KPT,KIM
IDC,IDC
OAR,OAR
KPC,KPC
SYM,SYM
KPC,KPC
KOT,KOT
OLB,OLB
OSH,OSH
KAM,KAM
OLB,OLB
ORE,KOT
LIT,IDP
SYM,SYM
KAM,KIM
ORE,KOT
IDM,IDM
KEH,KOT
IDP,IDM
KAM,KAM
IDC,IDC
KAM,KAM
SYM,SYM
KOT,KOT
OAR,OAR
OLB,OLB
IDM,IDP
SYM,SYM
IDM,IDM
KPT,KIM
ORE,ORE
KFC,KIM
LIT,IDC
OUT,KIM
IDC,IDM
OAR,OAR
LIT,IDM
IDC,IDP
OLB,OLB
IDP,IDM
OLB,OLB
KAM,KAM
KEH,KOT
IDV,IDM
KFC,IDV
KAM,KAM
KFC,KIM
KFC,KIM
OSH,OSH
OUT,KIM
OAR,OAR
IDC,IDP
SYM,KOT
IDP,IDP
IDC,IDV
IDM,IDV
KEN,KEN
IDV,IDP
KFC,KIM
OAS,OAS
OSH,OSH
KIM,KIM
SYM,SYM
IDV,KOT
KAM,KAM
OAR,OAR
OAS,OAS
KFC,KPC
KIM,KIM
KOT,KOT
OAS,OAS
KAM,KAM
ORE,ORE
KIM,KIM
KOT,KOT
LIT,IDV
KFC,KIM
KPC,KPC
OAS,OAS
KIM,KIM
KEN,KEN
KIM,KIM
KPC,KPC
KEH,KIM
KIM,KIM
OLB,OLB
KIM,KIM
LIT,IDM
KOT,KOT
KPC,KPC
