orig,pred
KAM,OSH
OSH,OSH
KEH,OSH
KPT,OSH
LIT,OSH
IDM,IDC
ORE,OSH
KPC,OSH
KAM,OSH
IDM,IDC
KFC,OSH
IDP,IDC
SYM,OSH
LIT,OSH
OAR,OSH
OAR,OSH
LIT,OSH
KAM,OSH
IDC,OSH
KPC,OSH
IDV,IDC
KPT,OSH
KIM,OSH
KEH,OSH
OUT,OSH
ORE,OSH
KIM,OSH
KAM,OSH
OLB,OSH
ORE,OSH
OAS,OSH
KIM,OSH
KFC,OSH
OAS,OSH
SYM,OSH
KPT,OSH
KAM,OSH
OSH,OSH
KOT,OSH
KPC,OSH
KPC,OSH
OLB,OSH
IDC,OSH
IDV,IDC
ORE,OSH
IDV,IDC
KEH,OSH
KPT,OSH
LIT,OSH
IDP,OSH
SYM,OSH
KEH,OSH
KEN,KEN
ORE,OSH
KPT,OSH
OAS,OSH
KPT,OSH
IDM,IDC
OSH,OSH
KEH,OSH
KPT,OSH
IDP,OSH
KAM,OSH
KEH,OSH
OSH,OSH
KEN,KEN
IDM,OSH
OAS,OSH
SYM,OSH
KEH,OSH
IDV,OSH
LIT,OSH
KOT,OSH
IDC,OSH
ORE,OSH
KPC,OSH
KAM,OSH
IDP,OSH
OSH,OSH
IDV,IDC
IDV,OSH
SYM,OSH
IDV,IDC
KPT,OSH
KEN,KEN
KIM,OSH
IDP,OSH
OAR,OSH
OLB,OSH
KIM,OSH
KAM,OSH
KEN,KEN
OAS,OSH
OSH,OSH
OAR,OSH
IDM,OSH
IDV,OSH
ORE,OSH
KEH,OSH
OSH,OSH
OAS,OSH
ORE,OSH
OLB,OSH
KFC,OSH
OSH,OSH
IDC,OSH
KEH,OSH
KPC,OSH
KIM,OSH
KOT,OSH
KIM,OSH
OAR,OSH
IDP,OSH
KEH,OSH
OSH,OSH
OSH,OSH
IDP,OSH
IDC,OSH
ORE,OSH
IDM,OSH
IDP,OSH
KPC,OSH
OAR,OSH
KFC,OSH
KPT,OSH
SYM,OSH
IDV,IDC
OAR,OSH
IDP,OSH
OLB,OSH
OAR,OSH
IDC,OSH
KEN,KEN
IDM,IDC
KPT,OSH
IDC,IDC
LIT,OSH
KPC,OSH
IDC,OSH
IDV,OSH
SYM,OSH
KFC,OSH
IDP,OSH
ORE,OSH
IDC,OSH
OAS,OSH
KOT,KOT
KEN,KEN
KIM,OSH
KPT,OSH
IDP,OSH
IDC,OSH
OAR,OSH
OAS,OSH
OSH,OSH
LIT,OSH
ORE,OSH
ORE,OSH
SYM,OSH
IDC,OSH
OAR,OSH
OAS,OSH
KEN,KEN
KIM,OSH
OAS,OSH
OSH,OSH
IDC,OSH
OLB,OSH
IDV,OSH
KPC,OSH
IDC,OSH
IDC,OSH
LIT,OSH
KPC,OSH
OAR,OSH
SYM,OSH
KEH,OSH
KEN,KEN
OAS,OSH
OAR,OSH
IDM,IDC
IDM,IDC
KPT,OSH
IDV,OSH
IDP,OSH
OAS,OSH
KAM,OSH
OUT,OSH
SYM,OSH
LIT,OSH
LIT,OSH
IDP,OSH
KEH,OSH
KOT,OSH
OUT,OSH
KAM,OSH
KPT,OSH
KEN,KEN
IDP,IDC
IDC,OSH
KIM,OSH
OSH,OSH
KPC,OSH
KIM,OSH
OAS,OSH
IDM,IDC
IDC,OSH
OAS,OSH
IDV,IDC
KEH,OSH
KOT,KOT
OAR,OSH
KEH,OSH
ORE,OSH
IDM,IDC
OSH,OSH
OAS,OSH
KPC,OSH
IDV,OSH
KEN,KEN
IDV,OSH
KEN,KEN
ORE,OSH
KAM,OSH
IDM,IDC
KEH,OSH
IDM,OSH
KIM,OSH
KAM,OSH
OUT,OSH
KPT,OSH
KEH,OSH
KAM,OSH
OAR,OSH
SYM,OSH
OAS,OSH
IDV,OSH
OLB,OSH
KAM,OSH
IDV,OSH
OAS,OSH
IDM,OSH
SYM,OSH
KEH,OSH
KAM,OSH
IDM,OSH
OAR,OSH
KEH,OSH
IDV,OSH
KEN,KEN
IDC,OSH
KPC,OSH
IDV,OSH
OLB,OSH
SYM,OSH
OAR,OSH
KAM,OSH
IDC,OSH
KIM,OSH
ORE,OSH
OLB,OSH
IDP,OSH
KIM,OSH
OUT,OSH
KPT,OSH
KEN,KEN
IDV,OSH
OUT,OSH
KIM,OSH
OLB,OSH
IDC,OSH
IDV,OSH
OSH,OSH
KAM,OSH
KPC,OSH
KPT,OSH
SYM,OSH
IDV,OSH
OAS,OSH
KEN,KEN
OAS,OSH
OAS,OSH
KPC,OSH
IDC,OSH
IDP,OSH
IDV,OSH
KOT,KOT
KEH,OSH
KEN,KEN
KOT,OSH
KFC,OSH
KOT,OSH
KEH,OSH
KFC,OSH
KOT,OSH
OAS,OSH
OAR,OSH
KEH,OSH
OUT,OSH
KEN,KEN
KIM,OSH
IDC,OSH
KFC,OSH
ORE,OSH
ORE,OSH
KPT,OSH
KEH,OSH
IDP,OSH
KIM,OSH
OSH,OSH
OSH,OSH
IDM,IDC
OAR,OSH
KPT,OSH
OSH,OSH
KPC,OSH
KEN,KEN
KPT,OSH
KEN,KEN
IDV,OSH
IDP,OSH
OUT,OSH
KFC,OSH
KFC,OSH
KEN,KEN
KEN,KEN
KPC,OSH
KPT,OSH
OAS,OSH
KEN,KEN
KEH,OSH
IDC,OSH
KOT,OSH
IDV,IDC
IDC,OSH
KPC,OSH
IDM,IDC
KAM,OSH
OUT,OSH
KEN,KEN
IDC,OSH
KPC,OSH
ORE,OSH
IDV,OSH
LIT,OSH
LIT,OSH
IDP,OSH
KPT,OSH
ORE,OSH
LIT,OSH
OSH,OSH
ORE,OSH
KEH,OSH
KOT,OSH
IDP,OSH
KFC,OSH
ORE,OSH
KFC,OSH
OUT,OSH
OSH,OSH
KIM,OSH
KPC,OSH
OAR,OSH
KPC,OSH
KPT,OSH
KAM,OSH
KPC,OSH
OSH,OSH
IDM,OSH
OSH,OSH
KOT,OSH
LIT,OSH
OAR,OSH
OUT,OSH
IDC,OSH
KOT,OSH
KPC,OSH
OUT,OSH
KEN,KEN
KIM,OSH
KEN,KEN
KFC,OSH
KEH,OSH
ORE,OSH
KEN,KEN
KIM,OSH
OAS,OSH
IDP,OSH
IDV,OSH
SYM,OSH
KPT,OSH
OAS,OSH
OAS,OSH
KPC,OSH
KOT,KOT
LIT,OSH
KAM,OSH
OLB,OSH
LIT,OSH
OUT,OSH
OAS,OSH
IDV,OSH
OSH,OSH
OSH,OSH
OLB,OSH
KIM,OSH
IDV,IDC
IDC,OSH
LIT,OSH
OAR,OSH
KEH,OSH
OUT,OSH
KPT,OSH
LIT,OSH
SYM,OSH
KAM,OSH
KFC,OSH
LIT,OSH
KEH,OSH
IDV,OSH
OAR,OSH
LIT,OSH
KOT,OSH
ORE,OSH
SYM,OSH
KOT,OSH
IDC,OSH
IDM,IDC
OLB,OSH
KIM,OSH
IDM,IDC
KPT,OSH
IDM,OSH
IDP,IDC
OLB,OSH
KPT,OSH
IDP,IDC
KEH,OSH
KPT,OSH
KFC,OSH
OUT,OSH
KEH,OSH
OAR,OSH
ORE,OSH
OUT,OSH
KIM,OSH
OSH,OSH
IDC,OSH
ORE,OSH
OLB,OSH
KPT,OSH
KEN,KEN
KEN,KEN
OLB,OSH
KAM,OSH
IDP,OSH
SYM,OSH
OAR,OSH
SYM,OSH
ORE,OSH
KAM,OSH
KAM,OSH
KOT,KOT
OAS,OSH
OLB,OSH
KPT,OSH
OLB,OSH
KPC,OSH
LIT,OSH
IDM,OSH
KEN,KEN
KPC,OSH
OAR,OSH
OUT,OSH
KAM,OSH
SYM,OSH
KPC,OSH
KPT,OSH
LIT,OSH
ORE,OSH
KIM,OSH
KEH,OSH
IDP,IDC
IDM,OSH
KOT,OSH
OLB,OSH
LIT,OSH
OAR,OSH
OUT,OSH
ORE,OSH
KPC,OSH
IDM,OSH
LIT,OSH
OAR,OSH
KIM,OSH
KPT,OSH
OAR,OSH
LIT,OSH
OAS,OSH
OUT,OSH
KEH,OSH
LIT,OSH
ORE,OSH
KIM,OSH
KEN,KEN
KOT,OSH
KEH,OSH
KIM,OSH
KEN,KEN
KEH,OSH
KAM,OSH
LIT,OSH
KEN,KEN
LIT,OSH
IDV,OSH
KPC,OSH
KIM,OSH
OSH,OSH
OAS,OSH
ORE,OSH
IDP,OSH
KAM,OSH
LIT,OSH
KEH,OSH
OAS,OSH
SYM,OSH
OAR,OSH
OAR,OSH
KIM,OSH
OSH,OSH
KEH,OSH
SYM,OSH
OSH,OSH
KFC,OSH
KFC,OSH
KFC,OSH
KIM,OSH
KAM,OSH
LIT,OSH
KAM,OSH
KEN,KEN
KPT,OSH
LIT,OSH
KIM,OSH
KAM,OSH
OSH,OSH
IDM,OSH
OAS,OSH
IDV,IDC
ORE,OSH
KIM,OSH
LIT,OSH
OSH,OSH
KAM,OSH
OLB,OSH
IDP,OSH
IDV,IDC
OAS,OSH
OUT,OSH
KAM,OSH
OSH,OSH
IDP,IDC
SYM,OSH
KOT,OSH
OAS,OSH
KEN,KEN
OLB,OSH
KIM,OSH
IDP,IDC
KFC,OSH
KAM,OSH
KPT,OSH
IDM,OSH
IDC,OSH
SYM,OSH
IDM,OSH
KPT,OSH
OAR,OSH
OSH,OSH
KOT,OSH
OSH,OSH
KEN,KEN
OLB,OSH
OSH,OSH
SYM,OSH
KIM,OSH
IDM,IDC
KFC,OSH
IDP,OSH
OAS,OSH
KFC,OSH
ORE,OSH
KIM,OSH
KPT,OSH
LIT,OSH
OLB,OSH
LIT,OSH
KEH,OSH
OAR,OSH
IDM,OSH
KEN,KEN
IDP,OSH
OAR,OSH
IDM,OSH
KOT,OSH
IDV,OSH
OAS,OSH
OAS,OSH
SYM,OSH
OLB,OSH
OAR,OSH
KAM,OSH
SYM,OSH
KOT,OSH
OSH,OSH
OSH,OSH
LIT,OSH
KOT,OSH
KPT,OSH
OAR,OSH
SYM,OSH
IDV,OSH
OAS,OSH
IDC,OSH
ORE,OSH
OUT,OSH
KEH,OSH
OAR,OSH
KOT,OSH
KEH,OSH
KOT,OSH
KEH,OSH
KEH,OSH
KFC,OSH
KPC,OSH
IDV,OSH
KAM,OSH
KOT,OSH
SYM,OSH
IDV,OSH
OUT,OSH
KOT,OSH
OAR,OSH
KFC,OSH
KEH,OSH
OAS,OSH
SYM,OSH
OLB,OSH
IDV,OSH
IDV,OSH
KFC,OSH
IDM,OSH
OAS,OSH
KPT,OSH
OSH,OSH
KIM,OSH
OAR,OSH
SYM,OSH
IDP,IDC
KPC,OSH
KAM,OSH
KPT,OSH
KPC,OSH
IDC,OSH
OAR,OSH
OUT,OSH
ORE,OSH
IDV,OSH
OLB,OSH
KFC,OSH
KEH,OSH
IDM,IDC
KIM,OSH
SYM,OSH
KAM,OSH
OLB,OSH
KEN,KEN
IDC,OSH
IDC,OSH
IDP,OSH
SYM,OSH
KAM,OSH
KEN,KEN
OSH,OSH
IDV,OSH
OUT,OSH
KIM,OSH
LIT,OSH
KPT,OSH
ORE,OSH
IDP,OSH
OSH,OSH
SYM,OSH
IDC,OSH
OAR,OSH
SYM,OSH
KAM,OSH
IDP,OSH
SYM,OSH
KPT,OSH
ORE,OSH
ORE,OSH
KPC,OSH
KEN,KEN
OUT,OSH
KAM,OSH
IDP,OSH
KFC,OSH
IDV,OSH
OAS,OSH
KOT,KOT
ORE,OSH
OUT,OSH
OSH,OSH
IDP,OSH
KEH,OSH
IDM,OSH
KIM,OSH
SYM,OSH
OAS,OSH
KEH,OSH
KOT,OSH
OUT,OSH
KAM,OSH
KEH,OSH
IDP,OSH
IDP,OSH
IDC,OSH
IDM,OSH
KEN,KEN
OAS,OSH
SYM,OSH
KIM,OSH
KIM,OSH
KIM,OSH
IDM,OSH
KOT,OSH
SYM,OSH
KFC,OSH
IDM,OSH
IDV,OSH
KPC,OSH
KAM,OSH
IDP,OSH
OLB,OSH
KFC,OSH
OLB,OSH
KAM,OSH
IDM,IDC
KPT,OSH
KAM,OSH
OUT,OSH
IDV,OSH
OSH,OSH
OAR,OSH
ORE,OSH
KEH,OSH
OAS,OSH
LIT,OSH
IDV,OSH
IDC,OSH
KEN,KEN
KIM,OSH
KPC,OSH
KEH,OSH
IDM,IDC
LIT,OSH
OLB,OSH
SYM,OSH
OLB,OSH
KOT,OSH
SYM,OSH
OSH,OSH
LIT,OSH
KOT,KOT
OAS,OSH
KPC,OSH
OAS,OSH
KIM,OSH
KEH,OSH
LIT,OSH
KFC,OSH
IDM,OSH
IDP,OSH
IDC,OSH
IDC,OSH
KAM,OSH
IDP,OSH
OAR,OSH
IDV,OSH
IDV,OSH
IDM,IDC
OAR,OSH
ORE,OSH
IDV,IDC
IDC,OSH
KEN,KEN
OUT,OSH
KOT,OSH
LIT,OSH
KOT,OSH
IDM,OSH
KOT,OSH
KEH,OSH
ORE,OSH
OAR,OSH
IDP,OSH
KPT,OSH
IDM,OSH
IDC,OSH
KOT,OSH
SYM,OSH
KOT,OSH
LIT,OSH
KPT,OSH
ORE,OSH
KOT,OSH
KPT,OSH
OAR,OSH
KPT,OSH
KPC,OSH
ORE,OSH
ORE,OSH
OAR,OSH
OUT,OSH
ORE,OSH
IDC,OSH
OLB,OSH
ORE,OSH
OAR,OSH
OUT,OSH
KPT,OSH
IDC,OSH
LIT,OSH
OLB,OSH
OUT,OSH
IDP,OSH
