orig,pred
KAM,KAM
OSH,OSH
KEH,KEH
KPT,KPT
LIT,LIT
IDM,OSH
ORE,ORE
KPC,KPC
KAM,KAM
IDM,IDM
KFC,KEN
IDP,LIT
SYM,SYM
LIT,OLB
OAR,OAR
OAR,OAR
LIT,LIT
KAM,KAM
IDC,IDC
KPC,KPC
IDV,KEN
KPT,KPT
KIM,KIM
KEH,KEH
OUT,OSH
ORE,ORE
KIM,KIM
KAM,KAM
OLB,OLB
ORE,ORE
OAS,OAS
KIM,KIM
KFC,KEN
OAS,OAS
SYM,SYM
KPT,KPT
KAM,KAM
OSH,OSH
KOT,KOT
KPC,KPC
KPC,KPC
OLB,OLB
IDC,IDC
IDV,IDC
ORE,ORE
IDV,OSH
KEH,KEH
KPT,KPT
LIT,LIT
IDP,IDV
SYM,SYM
KEH,KEH
KEN,KEN
ORE,ORE
KPT,KPT
OAS,OAS
KPT,KPT
IDM,IDM
OSH,OSH
KEH,KEH
KPT,KPT
IDP,KEH
KAM,KAM
KEH,KEH
OSH,OSH
KEN,KEN
IDM,IDM
OAS,OAS
SYM,SYM
KEH,KEH
IDV,IDC
LIT,LIT
KOT,OSH
IDC,IDC
ORE,ORE
KPC,KPC
KAM,KAM
IDP,KEN
OSH,OSH
IDV,KEN
IDV,KEN
SYM,SYM
IDV,IDC
KPT,KPT
KEN,KEN
KIM,KIM
IDP,IDC
OAR,OAR
OLB,OLB
KIM,OSH
KAM,KAM
KEN,KEN
OAS,OAS
OSH,OSH
OAR,OAR
IDM,IDM
IDV,KIM
ORE,ORE
KEH,KEH
OSH,OSH
OAS,OAS
ORE,OSH
OLB,OLB
KFC,KFC
OSH,OSH
IDC,IDC
KEH,KEH
KPC,KPC
KIM,OSH
KOT,OSH
KIM,KIM
OAR,OAR
IDP,OSH
KEH,KEH
OSH,OSH
OSH,OSH
IDP,IDC
IDC,IDC
ORE,ORE
IDM,OAR
IDP,KEN
KPC,KPC
OAR,OAR
KFC,KEN
KPT,KPT
SYM,SYM
IDV,IDC
OAR,OAR
IDP,IDC
OLB,OLB
OAR,OAR
IDC,IDC
KEN,KEN
IDM,IDC
KPT,KPT
IDC,IDC
LIT,KEN
KPC,KPC
IDC,IDC
IDV,KEN
SYM,SYM
KFC,OSH
IDP,IDC
ORE,ORE
IDC,IDC
OAS,OAS
KOT,OSH
KEN,KEN
KIM,KIM
KPT,KPT
IDP,KEN
IDC,IDP
OAR,OAR
OAS,OAS
OSH,OSH
LIT,IDM
ORE,ORE
ORE,ORE
SYM,SYM
IDC,IDC
OAR,OAR
OAS,OAS
KEN,KEN
KIM,KIM
OAS,OAS
OSH,OSH
IDC,IDC
OLB,OLB
IDV,IDM
KPC,KPC
IDC,IDC
IDC,IDC
LIT,KEN
KPC,KPC
OAR,OAR
SYM,SYM
KEH,KEH
KEN,KEN
OAS,OAS
OAR,OAR
IDM,IDM
IDM,IDM
KPT,KPT
IDV,KEN
IDP,OAR
OAS,OAS
KAM,KAM
OUT,OSH
SYM,SYM
LIT,KEN
LIT,LIT
IDP,OAR
KEH,KEH
KOT,OSH
OUT,OSH
KAM,KAM
KPT,KPT
KEN,KEN
IDP,KEN
IDC,KEN
KIM,KIM
OSH,OSH
KPC,KPC
KIM,KIM
OAS,OAS
IDM,OSH
IDC,IDC
OAS,OAS
IDV,IDC
KEH,KEH
KOT,OSH
OAR,OAR
KEH,KEH
ORE,ORE
IDM,OSH
OSH,OSH
OAS,OAS
KPC,KPC
IDV,IDC
KEN,KEN
IDV,IDM
KEN,KEN
ORE,ORE
