orig,pred
KAM,KAM
OSH,OUT
KEH,KEH
KPT,KPT
LIT,LIT
IDM,IDP
ORE,ORE
KPC,KPC
KAM,KAM
IDM,IDM
KFC,KFC
IDP,IDP
SYM,SYM
LIT,OUT
OAR,SYM
OAR,OAR
LIT,LIT
KAM,KAM
IDC,IDC
KPC,KPC
IDV,IDC
KPT,KPT
KIM,KIM
KEH,KEH
OUT,OUT
ORE,ORE
KIM,KIM
KAM,KAM
OLB,OLB
ORE,ORE
OAS,OAS
KIM,KIM
KFC,KFC
OAS,OAS
SYM,SYM
KPT,KPT
KAM,KAM
OSH,OUT
KOT,KOT
KPC,KPC
KPC,KPC
OLB,OLB
IDC,IDV
IDV,IDP
ORE,ORE
IDV,OUT
KEH,KEH
KPT,OUT
LIT,LIT
IDP,IDV
SYM,SYM
KEH,KEH
KEN,KEN
ORE,ORE
KPT,KPT
OAS,OAS
KPT,KPT
IDM,IDM
OSH,OUT
KEH,KEH
KPT,KPT
IDP,KOT
KAM,KAM
KEH,KEH
OSH,OUT
KEN,KEN
IDM,IDM
OAS,OAS
SYM,SYM
KEH,KEH
IDV,IDV
LIT,LIT
KOT,KOT
IDC,IDV
ORE,ORE
KPC,KPC
KAM,KAM
IDP,IDP
OSH,OUT
IDV,IDP
IDV,OUT
SYM,OAS
IDV,IDC
KPT,KPT
KEN,KEN
KIM,KIM
IDP,IDP
OAR,SYM
OLB,OLB
KIM,IDM
KAM,KAM
KEN,KEN
OAS,OAS
OSH,OUT
OAR,OAR
IDM,IDM
IDV,OAR
ORE,ORE
KEH,OLB
OSH,OUT
OAS,OAS
ORE,ORE
OLB,OLB
KFC,KFC
OSH,OUT
IDC,IDC
KEH,KEH
KPC,KPC
KIM,OAR
KOT,KOT
KIM,KIM
OAR,OAR
IDP,IDM
KEH,KEH
OSH,OUT
OSH,OUT
IDP,IDP
IDC,IDC
ORE,ORE
IDM,IDM
IDP,IDP
KPC,KPC
OAR,SYM
KFC,KFC
KPT,KPT
SYM,OUT
IDV,IDP
OAR,OAR
IDP,IDP
OLB,OLB
OAR,SYM
IDC,IDM
KEN,KEN
IDM,IDV
KPT,KPT
IDC,IDC
LIT,LIT
KPC,KPC
IDC,IDP
IDV,IDV
SYM,OAS
KFC,OUT
IDP,IDP
ORE,ORE
IDC,IDC
OAS,OAS
KOT,SYM
KEN,KEN
KIM,KIM
KPT,KPT
IDP,IDV
IDC,IDP
OAR,OAR
OAS,OAS
OSH,OUT
LIT,LIT
ORE,ORE
ORE,ORE
SYM,OUT
IDC,IDC
OAR,OAR
OAS,OAS
KEN,KEN
KIM,KIM
OAS,OAS
OSH,OUT
IDC,IDC
OLB,OLB
IDV,IDP
KPC,KPC
IDC,IDC
IDC,IDC
LIT,LIT
KPC,KPC
OAR,OAR
SYM,SYM
KEH,OLB
KEN,KEN
OAS,OAS
OAR,OAR
IDM,IDP
IDM,IDC
KPT,KPT
IDV,IDC
IDP,IDP
OAS,OAS
KAM,KAM
OUT,OUT
SYM,SYM
LIT,LIT
LIT,LIT
IDP,IDP
KEH,OLB
KOT,KOT
OUT,OUT
KAM,KAM
KPT,KPT
KEN,KEN
IDP,OAR
IDC,IDC
KIM,KIM
OSH,OUT
KPC,KPC
KIM,KIM
OAS,OAS
IDM,IDP
IDC,IDC
OAS,OAS
IDV,IDP
KEH,KEH
KOT,SYM
OAR,SYM
KEH,KEH
ORE,ORE
IDM,IDP
OSH,OUT
OAS,OAS
KPC,KPC
IDV,IDP
KEN,KEN
IDV,IDP
KEN,KEN
ORE,ORE
KAM,KAM
IDM,IDP
KEH,KEH
IDM,IDM
KIM,OAR
KAM,KAM
OUT,OUT
KPT,KPT
KEH,KEH
KAM,KAM
OAR,OAR
SYM,SYM
OAS,OAS
