orig,pred
IDP,IDP
OLB,IDV
KEH,IDV
KEN,KEN
KPT,KIM
OLB,IDV
IDM,KOT
KPC,KPC
IDC,IDP
OSH,OSH
OUT,IDV
KOT,KOT
KPT,KIM
KFC,OAS
KOT,IDV
KAM,KAM
KIM,KIM
KPC,KPC
KEH,IDV
OLB,IDV
KOT,KOT
OLB,OAS
IDM,IDP
IDC,IDV
ORE,OAS
OUT,KOT
IDV,IDP
LIT,IDV
OSH,OSH
IDP,IDM
OAR,OAR
KAM,KAM
LIT,LIT
OAR,OAR
KEN,KEN
KPT,KIM
KOT,KOT
OUT,IDV
KEN,KEN
SYM,OAS
KFC,OAS
IDP,IDM
KIM,KIM
IDV,IDV
OAS,OAS
IDC,IDP
OAS,OAS
IDC,IDP
KEN,KEN
IDM,IDP
ORE,OAS
OSH,OSH
OAS,OAS
OUT,IDV
KOT,KOT
IDV,IDV
IDM,IDM
KFC,OAS
KPT,KIM
OAR,OAR
KEH,IDV
OSH,OSH
KEH,IDV
KPT,KIM
KEN,KEN
KIM,IDV
IDP,IDV
IDV,IDP
LIT,IDC
OUT,IDV
IDV,IDV
ORE,OAS
IDV,IDV
OAR,OAR
KPC,KPC
OSH,OSH
IDP,IDP
IDP,IDM
SYM,OAS
LIT,IDC
KPT,KIM
KEN,KEN
KPT,KIM
OUT,OAS
OUT,IDV
ORE,OAS
IDM,IDP
ORE,OAS
IDP,IDM
OSH,OSH
OAR,OAR
IDV,IDV
OUT,IDV
KEN,KEN
KPT,KIM
SYM,OAS
KPC,KPC
KEH,IDV
OAS,OAS
ORE,OAS
KEN,KEN
SYM,OAS
OAS,OAS
KEH,OAS
KEH,IDV
OAS,OAS
KPC,KPC
LIT,IDM
OSH,OSH
IDM,IDP
KPT,KIM
IDC,IDC
OAR,OAR
KPC,KPC
SYM,OAS
KPC,KPC
KOT,KOT
OLB,IDV
OSH,OSH
KAM,KAM
OLB,IDV
ORE,OAS
LIT,IDM
SYM,OAS
KAM,KAM
ORE,OAS
IDM,IDM
KEH,IDV
IDP,IDM
KAM,KAM
IDC,IDP
KAM,KAM
SYM,IDV
KOT,IDV
OAR,OAR
OLB,IDV
IDM,IDV
SYM,OAS
IDM,IDM
KPT,KIM
ORE,OAS
KFC,OAS
LIT,LIT
OUT,IDV
IDC,IDP
OAR,OAR
LIT,IDP
IDC,KOT
OLB,IDV
IDP,IDM
OLB,IDV
KAM,KAM
KEH,IDV
IDV,IDM
KFC,OAS
KAM,KAM
KFC,OAS
KFC,OAS
OSH,OSH
OUT,IDV
OAR,OAR
IDC,KOT
SYM,OAS
IDP,IDP
IDC,IDP
IDM,IDV
KEN,KEN
IDV,IDP
KFC,IDV
OAS,OAS
OSH,OSH
KIM,KIM
SYM,OAS
IDV,IDV
KAM,KAM
OAR,OAR
OAS,OAS
KFC,KIM
KIM,KIM
KOT,KOT
OAS,OAS
KAM,KAM
ORE,OAS
KIM,KIM
KOT,KOT
LIT,IDV
KFC,OAS
KPC,KPC
OAS,OAS
KIM,KIM
KEN,KEN
KIM,KIM
KPC,KPC
KEH,IDV
KIM,KIM
OLB,IDV
KIM,KIM
LIT,IDP
KOT,KOT
KPC,KPC
