orig,pred
IDP,IDC
OLB,OLB
KEH,OLB
KEN,KEN
KPT,KIM
OLB,OLB
IDM,IDP
KPC,KPC
IDC,IDC
OSH,OSH
OUT,KIM
KOT,KOT
KPT,KIM
KFC,KFC
KOT,KOT
KAM,KAM
KIM,KIM
KPC,KPC
KEH,OLB
OLB,OLB
KOT,KOT
OLB,OLB
IDM,IDM
IDC,IDM
ORE,OLB
OUT,OLB
IDV,IDP
LIT,IDV
OSH,OSH
IDP,IDM
OAR,OAR
KAM,KAM
LIT,LIT
OAR,OAR
KEN,KEN
KPT,KIM
KOT,KOT
OUT,KIM
KEN,KEN
SYM,SYM
KFC,KFC
IDP,IDM
KIM,KIM
IDV,IDV
OAS,OAS
IDC,IDP
OAS,OAS
IDC,IDC
KEN,KEN
IDM,IDM
ORE,OLB
OSH,OSH
OAS,OAS
OUT,OLB
KOT,KOT
IDV,OLB
IDM,IDM
KFC,KFC
KPT,KIM
OAR,OAR
KEH,OLB
OSH,OSH
KEH,KEH
KPT,KIM
KEN,KEN
KIM,IDP
IDP,IDP
IDV,IDP
LIT,IDC
OUT,KIM
IDV,OLB
ORE,ORE
IDV,OLB
OAR,OAR
KPC,KPC
OSH,OSH
IDP,IDC
IDP,IDM
SYM,OLB
LIT,IDM
KPT,KIM
KEN,KEN
KPT,KIM
OUT,SYM
OUT,KIM
ORE,ORE
IDM,IDM
ORE,OLB
IDP,IDM
OSH,OSH
OAR,OAR
IDV,OLB
OUT,KIM
KEN,KEN
KPT,KIM
SYM,SYM
KPC,KPC
KEH,KEH
OAS,OAS
ORE,ORE
KEN,KEN
SYM,KFC
OAS,OAS
KEH,ORE
KEH,KIM
OAS,OAS
KPC,KPC
LIT,IDM
OSH,OSH
IDM,IDM
KPT,KIM
IDC,IDP
OAR,OAR
KPC,KPC
SYM,SYM
KPC,KPC
KOT,KOT
OLB,OLB
OSH,OSH
KAM,KAM
OLB,OLB
ORE,OLB
LIT,IDM
SYM,SYM
KAM,KAM
ORE,OLB
IDM,KOT
KEH,OLB
IDP,IDM
KAM,KAM
IDC,IDC
KAM,KAM
SYM,OLB
KOT,KOT
OAR,OAR
OLB,OLB
IDM,IDP
SYM,SYM
IDM,IDM
KPT,KIM
ORE,ORE
KFC,KFC
LIT,IDC
OUT,KIM
IDC,IDP
OAR,OAR
LIT,IDM
IDC,KOT
OLB,OLB
IDP,IDM
OLB,OLB
KAM,KAM
KEH,OLB
IDV,IDV
KFC,KFC
KAM,KAM
KFC,KFC
KFC,KFC
OSH,OSH
OUT,KIM
OAR,OAR
IDC,KOT
SYM,OLB
IDP,IDP
IDC,IDP
IDM,IDV
KEN,KEN
IDV,IDP
KFC,KIM
OAS,OAS
OSH,OSH
KIM,KIM
SYM,SYM
IDV,OLB
KAM,KAM
OAR,OAR
OAS,OAS
KFC,KIM
KIM,KIM
KOT,KOT
OAS,OAS
KAM,KAM
ORE,ORE
KIM,KIM
KOT,KOT
LIT,IDV
KFC,KFC
KPC,KPC
OAS,OAS
KIM,KIM
KEN,KEN
KIM,KIM
KPC,KPC
KEH,KIM
KIM,KIM
OLB,OLB
KIM,KIM
LIT,IDM
KOT,KOT
KPC,KPC
