orig,pred
IDP,IDC
OLB,KOT
KEH,KOT
KEN,KEN
KPT,IDV
OLB,KOT
IDM,KOT
KPC,KPC
IDC,IDC
OSH,IDV
OUT,IDV
KOT,KOT
KPT,IDV
KFC,IDV
KOT,KOT
KAM,KAM
KIM,KIM
KPC,KPC
KEH,KOT
OLB,KOT
KOT,KOT
OLB,OAS
IDM,IDP
IDC,KOT
ORE,KOT
OUT,KOT
IDV,IDP
LIT,KPC
OSH,IDV
IDP,IDM
OAR,OAR
KAM,KAM
LIT,IDM
OAR,OAR
KEN,KEN
KPT,IDV
KOT,KOT
OUT,IDV
KEN,KEN
SYM,OAS
KFC,OAS
IDP,IDM
KIM,KIM
IDV,IDV
OAS,OAS
IDC,IDP
OAS,OAS
IDC,IDC
KEN,KEN
IDM,IDM
ORE,KOT
OSH,IDV
OAS,OAS
OUT,KOT
KOT,KOT
IDV,KOT
IDM,IDM
KFC,KOT
KPT,IDV
OAR,OAR
KEH,KOT
OSH,IDV
KEH,KOT
KPT,IDV
KEN,KEN
KIM,IDV
IDP,IDV
IDV,IDP
LIT,IDM
OUT,IDV
IDV,KOT
ORE,KOT
IDV,KOT
OAR,OAR
KPC,KPC
OSH,IDV
IDP,IDC
IDP,IDM
SYM,KOT
LIT,IDM
KPT,IDV
KEN,KEN
KPT,IDV
OUT,SYM
OUT,IDV
ORE,KOT
IDM,IDC
ORE,KOT
IDP,IDM
OSH,IDV
OAR,OAR
IDV,KOT
OUT,IDV
KEN,KEN
KPT,IDV
SYM,SYM
KPC,KPC
KEH,KOT
OAS,OAS
ORE,KOT
KEN,KEN
SYM,OAS
OAS,OAS
KEH,KPC
KEH,KOT
OAS,OAS
KPC,KPC
LIT,IDM
OSH,IDV
IDM,IDM
KPT,IDV
IDC,IDC
OAR,OAR
KPC,KPC
SYM,OAS
KPC,KPC
KOT,KOT
OLB,KOT
OSH,IDV
KAM,KAM
OLB,KOT
ORE,KOT
LIT,IDP
SYM,SYM
KAM,KOT
ORE,KOT
IDM,IDM
KEH,KOT
IDP,IDM
KAM,KAM
IDC,IDC
KAM,KAM
SYM,SYM
KOT,KOT
OAR,OAR
OLB,KOT
IDM,IDV
SYM,SYM
IDM,IDM
KPT,IDV
ORE,KOT
KFC,KOT
LIT,IDM
OUT,IDV
IDC,IDC
OAR,OAR
LIT,IDM
IDC,KOT
OLB,KOT
IDP,IDM
OLB,KOT
KAM,KAM
KEH,KOT
IDV,IDM
KFC,IDV
KAM,KAM
KFC,KOT
KFC,KOT
OSH,IDV
OUT,IDV
OAR,OAR
IDC,KOT
SYM,KOT
IDP,IDV
IDC,IDC
IDM,IDV
KEN,KEN
IDV,IDP
KFC,IDV
OAS,OAS
OSH,IDV
KIM,KIM
SYM,SYM
IDV,KOT
KAM,KAM
OAR,OAR
OAS,OAS
KFC,IDV
KIM,KIM
KOT,KOT
OAS,OAS
KAM,KAM
ORE,KOT
KIM,KIM
KOT,KOT
LIT,KPC
KFC,KOT
KPC,KPC
OAS,OAS
KIM,KIM
KEN,KEN
KIM,KIM
KPC,KPC
KEH,KOT
KIM,KIM
OLB,KOT
KIM,KIM
LIT,IDM
KOT,KOT
KPC,KPC
