orig,pred
IDP,IDC
OLB,OLB
KEH,KEH
KEN,KEN
KPT,KPT
OLB,OLB
IDM,IDM
KPC,KPC
IDC,IDV
OSH,OSH
OUT,OUT
KOT,KOT
KPT,KPT
KFC,KFC
KOT,IDV
KAM,KAM
KIM,KIM
KPC,KPC
KEH,KEH
OLB,OLB
KOT,KOT
OLB,OLB
IDM,IDV
IDC,IDV
ORE,KOT
OUT,KOT
IDV,IDP
LIT,IDV
OSH,OSH
IDP,IDP
OAR,OAR
KAM,KAM
LIT,SYM
OAR,OAR
KEN,KEN
KPT,KPT
KOT,KOT
OUT,OUT
KEN,KEN
SYM,SYM
KFC,KFC
IDP,IDP
KIM,KIM
IDV,IDV
OAS,OAS
IDC,IDP
OAS,OAS
IDC,IDC
KEN,KEN
IDM,IDV
ORE,KOT
OSH,OSH
OAS,OAS
OUT,OUT
KOT,KOT
IDV,KIM
IDM,IDM
KFC,KFC
KPT,KPT
OAR,OAR
KEH,KEH
OSH,OSH
KEH,KEH
KPT,KPT
KEN,KEN
KIM,IDV
IDP,IDV
IDV,IDP
LIT,LIT
OUT,OUT
IDV,KIM
ORE,ORE
IDV,KIM
OAR,OAR
KPC,KPC
OSH,OSH
IDP,IDC
IDP,IDP
SYM,SYM
LIT,LIT
KPT,KPT
KEN,KEN
KPT,KPT
OUT,OUT
OUT,OUT
ORE,ORE
IDM,KEN
ORE,KOT
IDP,IDP
OSH,OSH
OAR,OAR
IDV,KIM
OUT,OUT
KEN,KEN
KPT,KPT
SYM,SYM
KPC,KPC
KEH,KEH
OAS,OAS
ORE,ORE
KEN,KEN
SYM,OLB
OAS,OAS
KEH,KOT
KEH,KEH
OAS,OAS
KPC,KPC
LIT,LIT
OSH,OSH
IDM,IDM
KPT,KPT
IDC,IDC
OAR,OAR
KPC,KPC
SYM,SYM
KPC,KPC
KOT,KOT
OLB,OLB
OSH,OSH
KAM,KAM
OLB,OLB
ORE,KOT
LIT,LIT
SYM,SYM
KAM,KAM
ORE,KOT
IDM,IDP
KEH,KEH
IDP,IDP
KAM,KAM
IDC,IDP
KAM,KAM
SYM,KOT
KOT,IDV
OAR,OAR
OLB,OLB
IDM,IDM
SYM,SYM
IDM,IDM
KPT,KPT
ORE,ORE
KFC,KFC
LIT,SYM
OUT,OUT
IDC,IDP
OAR,OAR
LIT,LIT
IDC,IDC
OLB,OLB
IDP,IDP
OLB,OLB
KAM,KAM
KEH,KEH
IDV,IDV
KFC,KFC
KAM,KAM
KFC,KFC
KFC,KFC
OSH,OSH
OUT,OUT
OAR,OAR
IDC,IDC
SYM,SYM
IDP,IDV
IDC,IDP
IDM,IDV
KEN,KEN
IDV,IDP
KFC,KFC
OAS,OAS
OSH,OSH
KIM,KIM
SYM,SYM
IDV,KIM
KAM,KAM
OAR,OAR
OAS,OAS
KFC,KFC
KIM,KIM
KOT,KOT
OAS,OAS
KAM,KAM
ORE,ORE
KIM,KIM
KOT,KOT
LIT,IDV
KFC,KFC
KPC,KPC
OAS,OAS
KIM,KIM
KEN,KEN
KIM,KIM
KPC,KPC
KEH,KEH
KIM,KIM
OLB,OLB
KIM,KIM
LIT,LIT
KOT,KOT
KPC,KPC
