orig,pred
IDP,IDC
OLB,OLB
KEH,KEH
KEN,KEN
KPT,KPT
OLB,OLB
IDM,IDM
KPC,KPC
IDC,IDC
OSH,OSH
OUT,OUT
KOT,KOT
KPT,KPT
KFC,KFC
KOT,KOT
KAM,KAM
KIM,KIM
KPC,KPC
KEH,KEH
OLB,OLB
KOT,KOT
OLB,OUT
IDM,IDM
IDC,IDM
ORE,OUT
OUT,OUT
IDV,IDP
LIT,OUT
OSH,OSH
IDP,IDC
OAR,OAR
KAM,KAM
LIT,IDP
OAR,OAR
KEN,KEN
KPT,KPT
KOT,KOT
OUT,OUT
KEN,KEN
SYM,ORE
KFC,KFC
IDP,IDC
KIM,KIM
IDV,IDV
OAS,OAS
IDC,IDC
OAS,OAS
IDC,IDC
KEN,KEN
IDM,IDM
ORE,OUT
OSH,OSH
OAS,OAS
OUT,OUT
KOT,KOT
IDV,IDM
IDM,IDM
KFC,KFC
KPT,KPT
OAR,OAR
KEH,KEH
OSH,OSH
KEH,KEH
KPT,KPT
KEN,KEN
KIM,OUT
IDP,KEH
IDV,IDP
LIT,IDC
OUT,OUT
IDV,IDM
ORE,ORE
IDV,IDM
OAR,OAR
KPC,KPC
OSH,OSH
IDP,IDC
IDP,IDC
SYM,SYM
LIT,IDP
KPT,KPT
KEN,KEN
KPT,KPT
OUT,OUT
OUT,OUT
ORE,ORE
IDM,IDM
ORE,OUT
IDP,IDC
OSH,OSH
OAR,OAR
IDV,IDM
OUT,OUT
KEN,KEN
KPT,KPT
SYM,SYM
KPC,KPC
KEH,KEH
OAS,OAS
ORE,ORE
KEN,KEN
SYM,SYM
OAS,OAS
KEH,OUT
KEH,KEH
OAS,OAS
KPC,KPC
LIT,IDC
OSH,OSH
IDM,IDM
KPT,KPT
IDC,IDC
OAR,OAR
KPC,KPC
SYM,OUT
KPC,KPC
KOT,KOT
OLB,OLB
OSH,OSH
KAM,KAM
OLB,OLB
ORE,OUT
LIT,IDC
SYM,SYM
KAM,KAM
ORE,OUT
IDM,IDM
KEH,KEH
IDP,IDC
KAM,KAM
IDC,IDC
KAM,KAM
SYM,OUT
KOT,KOT
OAR,OAR
OLB,OLB
IDM,IDM
SYM,SYM
IDM,IDM
KPT,KPT
ORE,ORE
KFC,KFC
LIT,IDP
OUT,OUT
IDC,IDC
OAR,OAR
LIT,IDV
IDC,IDC
OLB,OLB
IDP,IDC
OLB,OLB
KAM,KAM
KEH,KEH
IDV,IDC
KFC,KFC
KAM,KAM
KFC,KFC
KFC,KFC
OSH,OSH
OUT,OUT
OAR,OAR
IDC,IDC
SYM,SYM
IDP,OUT
IDC,IDC
IDM,IDP
KEN,KEN
IDV,IDP
KFC,SYM
OAS,OAS
OSH,OSH
KIM,KIM
SYM,SYM
IDV,IDM
KAM,KAM
OAR,OAR
OAS,OAS
KFC,KFC
KIM,KIM
KOT,KOT
OAS,OAS
KAM,KAM
ORE,ORE
KIM,KIM
KOT,KOT
LIT,OUT
KFC,KFC
KPC,KPC
OAS,OAS
KIM,KIM
KEN,KEN
KIM,KIM
KPC,KPC
KEH,KEH
KIM,KIM
OLB,OLB
KIM,KIM
LIT,IDC
KOT,KOT
KPC,KPC
