orig,pred
IDP,IDC
OLB,OLB
KEH,KEH
KEN,KEN
KPT,KPT
OLB,OLB
IDM,IDM
KPC,KPC
IDC,IDC
OSH,OSH
OUT,OUT
KOT,KOT
KPT,KPT
KFC,KFC
KOT,KOT
KAM,KAM
KIM,KIM
KPC,KPC
KEH,KEH
OLB,OLB
KOT,KOT
OLB,OLB
IDM,IDM
IDC,IDP
ORE,ORE
OUT,OUT
IDV,IDP
LIT,LIT
OSH,OSH
IDP,IDM
OAR,OAR
KAM,KAM
LIT,IDC
OAR,OAR
KEN,KEN
KPT,KPT
KOT,KOT
OUT,OUT
KEN,KEN
SYM,SYM
KFC,KFC
IDP,IDM
KIM,KIM
IDV,IDV
OAS,OAS
IDC,IDP
OAS,OAS
IDC,IDC
KEN,KEN
IDM,IDM
ORE,ORE
OSH,OSH
OAS,OAS
OUT,OUT
KOT,KOT
IDV,IDM
IDM,IDM
KFC,KFC
KPT,KPT
OAR,OAR
KEH,KEH
OSH,OSH
KEH,KEH
KPT,KPT
KEN,KEN
KIM,IDM
IDP,IDP
IDV,IDP
LIT,IDC
OUT,OUT
IDV,IDM
ORE,ORE
IDV,IDM
OAR,OAR
KPC,KPC
OSH,OSH
IDP,IDC
IDP,IDM
SYM,SYM
LIT,IDM
KPT,IDC
KEN,KEN
KPT,KPT
OUT,OUT
OUT,OUT
ORE,ORE
IDM,IDM
ORE,ORE
IDP,IDM
OSH,OSH
OAR,OAR
IDV,IDM
OUT,OUT
KEN,KEN
KPT,KPT
SYM,SYM
KPC,KPC
KEH,KEH
OAS,OAS
ORE,ORE
KEN,KEN
SYM,OUT
OAS,OAS
KEH,KEH
KEH,KEH
OAS,OAS
KPC,KPC
LIT,IDM
OSH,OSH
IDM,IDC
KPT,KPT
IDC,IDC
OAR,OAR
KPC,KPC
SYM,SYM
KPC,KPC
KOT,KOT
OLB,OLB
OSH,OSH
KAM,KAM
OLB,OLB
ORE,ORE
LIT,IDC
SYM,SYM
KAM,KAM
ORE,ORE
IDM,IDM
KEH,KEH
IDP,IDM
KAM,KAM
IDC,IDC
KAM,KAM
SYM,SYM
KOT,KOT
OAR,OAR
OLB,OLB
IDM,IDM
SYM,SYM
IDM,IDM
KPT,KPT
ORE,ORE
KFC,KFC
LIT,IDM
OUT,OUT
IDC,IDP
OAR,OAR
LIT,LIT
IDC,IDC
OLB,OLB
IDP,IDM
OLB,OLB
KAM,KAM
KEH,KEH
IDV,IDC
KFC,KFC
KAM,KAM
KFC,KFC
KFC,KFC
OSH,OSH
OUT,OUT
OAR,OAR
IDC,IDC
SYM,SYM
IDP,IDP
IDC,IDC
IDM,IDV
KEN,KEN
IDV,IDP
KFC,KFC
OAS,OAS
OSH,OSH
KIM,KIM
SYM,SYM
IDV,IDM
KAM,KAM
OAR,OAR
OAS,OAS
KFC,KFC
KIM,KIM
KOT,KOT
OAS,OAS
KAM,KAM
ORE,ORE
KIM,KIM
KOT,KOT
LIT,LIT
KFC,KFC
KPC,KPC
OAS,OAS
KIM,KIM
KEN,KEN
KIM,KIM
KPC,KPC
KEH,KEH
KIM,KIM
OLB,OLB
KIM,KIM
LIT,LIT
KOT,KOT
KPC,KPC
