orig,pred
KAM,KAM
OSH,OUT
KEH,KEH
KPT,KPT
LIT,LIT
IDM,IDP
ORE,ORE
KPC,KPC
KAM,KAM
IDM,IDM
KFC,KFC
IDP,IDC
SYM,SYM
LIT,OSH
OAR,OAS
OAR,OAR
LIT,KAM
KAM,KAM
IDC,IDC
KPC,KPC
IDV,IDV
KPT,KPT
KIM,KIM
KEH,KEH
OUT,OSH
ORE,ORE
KIM,KIM
KAM,KAM
OLB,KAM
ORE,OAS
OAS,OAS
KIM,KIM
KFC,KFC
OAS,OAS
SYM,OAS
KPT,KPT
KAM,KAM
OSH,OUT
KOT,OAS
KPC,KPC
KPC,KPC
OLB,OLB
IDC,IDP
IDV,IDP
ORE,ORE
IDV,OSH
KEH,KEH
KPT,OSH
LIT,LIT
IDP,IDV
SYM,SYM
KEH,KEH
KEN,OAS
ORE,ORE
KPT,KPT
OAS,OAS
KPT,KPT
IDM,IDM
OSH,OUT
KEH,KEH
KPT,KPT
IDP,IDC
KAM,KAM
KEH,KEH
OSH,OUT
KEN,OAS
IDM,IDM
OAS,OAS
SYM,OAS
KEH,KEH
IDV,IDC
LIT,LIT
KOT,KOT
IDC,IDC
ORE,ORE
KPC,KPC
KAM,KAM
IDP,IDP
OSH,OUT
IDV,IDV
IDV,OSH
SYM,OAS
IDV,IDP
KPT,OAR
KEN,OAS
KIM,KIM
IDP,IDP
OAR,OAS
OLB,OLB
KIM,IDP
KAM,KAM
KEN,OAS
OAS,OAS
OSH,OUT
OAR,OAR
IDM,IDM
IDV,KAM
ORE,OAS
KEH,KAM
OSH,OUT
OAS,OAS
ORE,ORE
OLB,OLB
KFC,KFC
OSH,OUT
IDC,IDC
KEH,KEH
KPC,KPC
KIM,OAR
KOT,KOT
KIM,OAS
OAR,OAR
IDP,IDM
KEH,KEH
OSH,OUT
OSH,OUT
IDP,IDP
IDC,IDC
ORE,OAS
IDM,IDP
IDP,IDP
KPC,KPC
OAR,OAS
KFC,KFC
KPT,OAR
SYM,OSH
IDV,IDM
OAR,OAR
IDP,IDP
OLB,OLB
OAR,OAS
IDC,IDC
KEN,OAS
IDM,IDC
KPT,KPT
IDC,IDC
LIT,LIT
KPC,KPC
IDC,IDC
IDV,IDV
SYM,OAS
KFC,OSH
IDP,IDP
ORE,ORE
IDC,IDC
OAS,OAS
KOT,SYM
KEN,OAS
KIM,KIM
KPT,KPT
IDP,IDV
IDC,IDP
OAR,OAR
OAS,OAS
OSH,OUT
LIT,KAM
ORE,ORE
ORE,ORE
SYM,OSH
IDC,IDC
OAR,OAR
OAS,OAS
KEN,OAS
KIM,KIM
OAS,OAS
OSH,OUT
IDC,IDC
OLB,OLB
IDV,IDP
KPC,KPC
IDC,IDC
IDC,IDC
LIT,LIT
KPC,KPC
OAR,OAR
SYM,OAS
KEH,KAM
KEN,OAS
OAS,OAS
OAR,OAR
IDM,IDP
IDM,IDP
KPT,KPT
IDV,IDC
IDP,KAM
OAS,OAS
KAM,KAM
OUT,OUT
SYM,SYM
LIT,LIT
LIT,LIT
IDP,KAM
KEH,KAM
KOT,KOT
OUT,OUT
KAM,KAM
KPT,KPT
KEN,OAS
IDP,OAR
IDC,IDC
KIM,OAS
OSH,OUT
KPC,KPC
KIM,KIM
OAS,OAS
IDM,IDP
IDC,IDP
OAS,OAS
IDV,IDP
KEH,KEH
KOT,SYM
OAR,OAS
KEH,KEH
ORE,ORE
IDM,IDP
OSH,OUT
OAS,OAS
KPC,KPC
IDV,IDP
KEN,OAS
IDV,IDC
KEN,OAS
ORE,ORE
KAM,KAM
IDM,KPT
KEH,KEH
IDM,IDM
KIM,OAR
KAM,KAM
OUT,OUT
KPT,KPT
KEH,KEH
KAM,KAM
OAR,OAR
SYM,SYM
OAS,OAS
