orig,pred
IDP,IDC
OLB,OLB
KEH,KEH
KEN,KEN
KPT,KPT
OLB,OLB
IDM,IDM
KPC,KPC
IDC,IDC
OSH,OSH
OUT,OUT
KOT,KOT
KPT,KPT
KFC,IDV
KOT,KEN
KAM,KAM
KIM,KIM
KPC,KPC
KEH,KEH
OLB,KAM
KOT,KOT
OLB,OLB
IDM,IDV
IDC,IDP
ORE,ORE
OUT,ORE
IDV,IDP
LIT,OAS
OSH,OSH
IDP,IDC
OAR,OAR
KAM,KAM
LIT,IDC
OAR,OAR
KEN,KEN
KPT,KPT
KOT,KOT
OUT,OUT
KEN,KEN
SYM,LIT
KFC,KFC
IDP,IDC
KIM,KIM
IDV,IDV
OAS,OAS
IDC,IDC
OAS,OAS
IDC,IDC
KEN,KEN
IDM,IDM
ORE,ORE
OSH,OSH
OAS,OAS
OUT,OUT
KOT,KOT
IDV,IDV
IDM,IDM
KFC,OUT
KPT,KPT
OAR,OAR
KEH,KEH
OSH,OSH
KEH,KEH
KPT,KPT
KEN,KEN
KIM,IDV
IDP,KAM
IDV,IDP
LIT,IDC
OUT,OUT
IDV,IDV
ORE,ORE
IDV,IDV
OAR,OAR
KPC,KPC
OSH,OSH
IDP,IDC
IDP,IDC
SYM,OUT
LIT,IDM
KPT,OUT
KEN,KEN
KPT,KPT
OUT,OUT
OUT,OUT
ORE,ORE
IDM,IDC
ORE,ORE
IDP,IDC
OSH,OSH
OAR,OAR
IDV,IDV
OUT,OUT
KEN,KEN
KPT,KPT
SYM,OUT
KPC,KPC
KEH,KEH
OAS,OAS
ORE,ORE
KEN,KEN
SYM,OUT
OAS,OAS
KEH,IDP
KEH,KEH
OAS,OAS
KPC,KPC
LIT,LIT
OSH,OSH
IDM,IDC
KPT,KPT
IDC,IDC
OAR,OAR
KPC,KPC
SYM,OAS
KPC,KPC
KOT,KOT
OLB,OLB
OSH,OSH
KAM,KAM
OLB,KAM
ORE,ORE
LIT,IDC
SYM,OUT
KAM,IDV
ORE,ORE
IDM,IDC
KEH,KEH
IDP,IDC
KAM,KAM
IDC,IDC
KAM,KAM
SYM,OUT
KOT,KEN
OAR,OAR
OLB,OLB
IDM,IDM
SYM,SYM
IDM,IDM
KPT,KPT
ORE,ORE
KFC,OUT
LIT,IDM
OUT,OUT
IDC,IDP
OAR,OAR
LIT,IDV
IDC,IDC
OLB,OLB
IDP,IDC
OLB,OLB
KAM,KAM
KEH,KEH
IDV,IDC
KFC,IDV
KAM,KAM
KFC,OUT
KFC,OUT
OSH,OSH
OUT,OUT
OAR,OAR
IDC,IDC
SYM,OUT
IDP,IDC
IDC,IDM
IDM,IDM
KEN,KEN
IDV,IDP
KFC,OUT
OAS,OAS
OSH,OSH
KIM,KIM
SYM,SYM
IDV,IDV
KAM,KAM
OAR,OAR
OAS,OAS
KFC,LIT
KIM,KIM
KOT,KOT
OAS,OAS
KAM,KAM
ORE,ORE
KIM,KIM
KOT,KOT
LIT,OAS
KFC,OUT
KPC,KPC
OAS,OAS
KIM,KIM
KEN,KEN
KIM,KIM
KPC,KPC
KEH,KEH
KIM,KIM
OLB,OLB
KIM,KIM
LIT,IDV
KOT,KOT
KPC,KPC
