orig,pred
IDP,IDC
OLB,OLB
KEH,IDV
KEN,KEN
KPT,IDV
OLB,OLB
IDM,IDP
KPC,KPC
IDC,IDV
OSH,IDV
OUT,IDV
KOT,KOT
KPT,IDV
KFC,SYM
KOT,IDV
KAM,KAM
KIM,KIM
KPC,KPC
KEH,IDV
OLB,OLB
KOT,KOT
OLB,IDV
IDM,IDP
IDC,IDM
ORE,SYM
OUT,OLB
IDV,IDP
LIT,KIM
OSH,IDV
IDP,IDM
OAR,SYM
KAM,KAM
LIT,LIT
OAR,SYM
KEN,KEN
KPT,IDV
KOT,KOT
OUT,IDV
KEN,KEN
SYM,OLB
KFC,KFC
IDP,IDM
KIM,KIM
IDV,IDV
OAS,OAS
IDC,IDC
OAS,OAS
IDC,IDV
KEN,KEN
IDM,IDV
ORE,SYM
OSH,IDV
OAS,OAS
OUT,OLB
KOT,KOT
IDV,IDV
IDM,IDC
KFC,KFC
KPT,IDV
OAR,SYM
KEH,IDV
OSH,IDV
KEH,IDV
KPT,IDV
KEN,KEN
KIM,IDV
IDP,IDV
IDV,IDP
LIT,SYM
OUT,IDV
IDV,IDV
ORE,ORE
IDV,IDV
OAR,SYM
KPC,KPC
OSH,IDV
IDP,IDC
IDP,IDM
SYM,SYM
LIT,IDC
KPT,IDV
KEN,KEN
KPT,IDV
OUT,SYM
OUT,IDV
ORE,ORE
IDM,IDC
ORE,SYM
IDP,IDM
OSH,IDV
OAR,SYM
IDV,IDV
OUT,IDV
KEN,KEN
KPT,IDV
SYM,SYM
KPC,KPC
KEH,IDV
OAS,OAS
ORE,ORE
KEN,KEN
SYM,SYM
OAS,OAS
KEH,IDV
KEH,IDC
OAS,OAS
KPC,KPC
LIT,OAS
OSH,IDV
IDM,SYM
KPT,IDV
IDC,IDC
OAR,SYM
KPC,KPC
SYM,SYM
KPC,KPC
KOT,KOT
OLB,OLB
OSH,IDV
KAM,KAM
OLB,OLB
ORE,SYM
LIT,SYM
SYM,SYM
KAM,KAM
ORE,SYM
IDM,IDM
KEH,IDV
IDP,IDM
KAM,KAM
IDC,IDP
KAM,KAM
SYM,SYM
KOT,IDV
OAR,SYM
OLB,OLB
IDM,IDP
SYM,SYM
IDM,IDC
KPT,IDV
ORE,ORE
KFC,KFC
LIT,OAS
OUT,IDV
IDC,IDC
OAR,SYM
LIT,OAS
IDC,IDV
OLB,OLB
IDP,IDM
OLB,OLB
KAM,KAM
KEH,IDV
IDV,IDC
KFC,SYM
KAM,KAM
KFC,KFC
KFC,KFC
OSH,IDV
OUT,IDV
OAR,SYM
IDC,IDV
SYM,SYM
IDP,IDP
IDC,IDC
IDM,IDV
KEN,KEN
IDV,IDP
KFC,OLB
OAS,OAS
OSH,IDV
KIM,KIM
SYM,SYM
IDV,IDV
KAM,KAM
OAR,SYM
OAS,OAS
KFC,IDV
KIM,KIM
KOT,KOT
OAS,OAS
KAM,KAM
ORE,ORE
KIM,KIM
KOT,KOT
LIT,KIM
KFC,KFC
KPC,KPC
OAS,OAS
KIM,KIM
KEN,KEN
KIM,KIM
KPC,KPC
KEH,IDC
KIM,KIM
OLB,OLB
KIM,KIM
LIT,OAS
KOT,KOT
KPC,KPC
