orig,pred
IDP,IDM
OLB,OLB
KEH,KEH
KEN,KEN
KPT,KPT
OLB,OLB
IDM,IDM
KPC,KPC
IDC,IDC
OSH,OSH
OUT,OUT
KOT,KOT
KPT,KPT
KFC,KFC
KOT,KOT
KAM,KAM
KIM,KIM
KPC,KPC
KEH,KEH
OLB,OLB
KOT,KOT
OLB,OLB
IDM,IDC
IDC,IDM
ORE,OSH
OUT,OUT
IDV,IDP
LIT,LIT
OSH,OSH
IDP,IDM
OAR,OAR
KAM,KAM
LIT,OUT
OAR,OAR
KEN,KEN
KPT,KPT
KOT,KOT
OUT,OUT
KEN,KEN
SYM,ORE
KFC,KFC
IDP,IDM
KIM,KIM
IDV,IDC
OAS,OAS
IDC,IDC
OAS,OAS
IDC,IDP
KEN,KEN
IDM,IDP
ORE,OSH
OSH,OSH
OAS,OAS
OUT,OUT
KOT,KOT
IDV,IDV
IDM,IDM
KFC,KFC
KPT,KPT
OAR,OAR
KEH,KEH
OSH,OSH
KEH,KEH
KPT,KPT
KEN,KEN
KIM,IDC
IDP,IDV
IDV,IDP
LIT,LIT
OUT,OUT
IDV,IDV
ORE,ORE
IDV,IDV
OAR,OAR
KPC,KPC
OSH,OSH
IDP,IDM
IDP,IDM
SYM,OAS
LIT,LIT
KPT,IDC
KEN,KEN
KPT,KPT
OUT,OUT
OUT,OUT
ORE,ORE
IDM,IDC
ORE,OSH
IDP,IDM
OSH,OSH
OAR,OAR
IDV,IDV
OUT,OUT
KEN,KEN
KPT,KPT
SYM,SYM
KPC,KPC
KEH,KEH
OAS,OAS
ORE,ORE
KEN,KEN
SYM,OAS
OAS,OAS
KEH,KOT
KEH,KEH
OAS,OAS
KPC,KPC
LIT,IDC
OSH,OSH
IDM,IDM
KPT,KPT
IDC,IDC
OAR,OAR
KPC,KPC
SYM,SYM
KPC,KPC
KOT,KOT
OLB,OLB
OSH,OSH
KAM,KAM
OLB,OLB
ORE,OSH
LIT,IDC
SYM,SYM
KAM,KAM
ORE,OSH
IDM,IDC
KEH,KEH
IDP,IDM
KAM,KAM
IDC,IDC
KAM,KAM
SYM,IDC
KOT,KOT
OAR,OAR
OLB,OLB
IDM,IDP
SYM,SYM
IDM,IDM
KPT,KPT
ORE,ORE
KFC,KFC
LIT,IDC
OUT,OUT
IDC,KIM
OAR,OAR
LIT,LIT
IDC,IDC
OLB,OLB
IDP,IDM
OLB,OLB
KAM,KAM
KEH,KEH
IDV,IDV
KFC,KFC
KAM,KAM
KFC,KFC
KFC,KFC
OSH,OSH
OUT,OUT
OAR,OAR
IDC,IDC
SYM,OAS
IDP,IDP
IDC,IDC
IDM,IDP
KEN,KEN
IDV,IDP
KFC,KFC
OAS,OAS
OSH,OSH
KIM,KIM
SYM,SYM
IDV,IDV
KAM,KAM
OAR,OAR
OAS,OAS
KFC,KFC
KIM,KIM
KOT,KOT
OAS,OAS
KAM,KAM
ORE,ORE
KIM,KIM
KOT,KOT
LIT,LIT
KFC,KFC
KPC,KPC
OAS,OAS
KIM,KIM
KEN,KEN
KIM,KIM
KPC,KPC
KEH,KEH
KIM,KIM
OLB,OLB
KIM,KIM
LIT,LIT
KOT,KOT
KPC,KPC
