orig,pred
IDP,IDM
OLB,OLB
KEH,KEH
KEN,OAS
KPT,KPT
OLB,OLB
IDM,IDM
KPC,KPC
IDC,IDC
OSH,OSH
OUT,OUT
KOT,KOT
KPT,KPT
KFC,KFC
KOT,OAS
KAM,KAM
KIM,KIM
KPC,KPC
KEH,KEH
OLB,KAM
KOT,KOT
OLB,OLB
IDM,KAM
IDC,IDM
ORE,ORE
OUT,OUT
IDV,IDP
LIT,OAS
OSH,OSH
IDP,IDC
OAR,OAS
KAM,KAM
LIT,IDM
OAR,OAS
KEN,OAS
KPT,KPT
KOT,OAS
OUT,OUT
KEN,OAS
SYM,IDP
KFC,KFC
IDP,IDC
KIM,KIM
IDV,IDP
OAS,OAS
IDC,IDP
OAS,OAS
IDC,IDP
KEN,OAS
IDM,IDM
ORE,ORE
OSH,OSH
OAS,OAS
OUT,OSH
KOT,OAS
IDV,IDV
IDM,IDM
KFC,OSH
KPT,KPT
OAR,OAS
KEH,KEH
OSH,OSH
KEH,KEH
KPT,KPT
KEN,OAS
KIM,IDP
IDP,KAM
IDV,IDP
LIT,IDC
OUT,OUT
IDV,IDV
ORE,ORE
IDV,IDV
OAR,OAS
KPC,KPC
OSH,OSH
IDP,IDM
IDP,IDC
SYM,SYM
LIT,IDM
KPT,OSH
KEN,OAS
KPT,KPT
OUT,OSH
OUT,OUT
ORE,ORE
IDM,IDC
ORE,ORE
IDP,IDC
OSH,OSH
OAR,OAS
IDV,IDV
OUT,OUT
KEN,OAS
KPT,KPT
SYM,OSH
KPC,KPC
KEH,KEH
OAS,OAS
ORE,ORE
KEN,OAS
SYM,OAS
OAS,OAS
KEH,SYM
KEH,KEH
OAS,OAS
KPC,KPC
LIT,LIT
OSH,OSH
IDM,IDM
KPT,KPT
IDC,IDC
OAR,OAS
KPC,KPC
SYM,OAS
KPC,KPC
KOT,OAS
OLB,OLB
OSH,OSH
KAM,KAM
OLB,KAM
ORE,ORE
LIT,IDM
SYM,OSH
KAM,SYM
ORE,ORE
IDM,IDP
KEH,KEH
IDP,IDC
KAM,KAM
IDC,IDC
KAM,KAM
SYM,OSH
KOT,OAS
OAR,OAS
OLB,OLB
IDM,IDM
SYM,SYM
IDM,IDM
KPT,KPT
ORE,ORE
KFC,OSH
LIT,IDM
OUT,OUT
IDC,IDP
OAR,OAS
LIT,IDM
IDC,IDC
OLB,OLB
IDP,IDC
OLB,OLB
KAM,KAM
KEH,KEH
IDV,IDV
KFC,KFC
KAM,KAM
KFC,OSH
KFC,OSH
OSH,OSH
OUT,OUT
OAR,OAS
IDC,IDC
SYM,SYM
IDP,IDC
IDC,IDM
IDM,IDV
KEN,OAS
IDV,IDP
KFC,OSH
OAS,OAS
OSH,OSH
KIM,KIM
SYM,SYM
IDV,IDV
KAM,KAM
OAR,OAS
OAS,OAS
KFC,OUT
KIM,KIM
KOT,KOT
OAS,OAS
KAM,KAM
ORE,ORE
KIM,KIM
KOT,KOT
LIT,OAS
KFC,OSH
KPC,KPC
OAS,OAS
KIM,KIM
KEN,OAS
KIM,KIM
KPC,KPC
KEH,KEH
KIM,KIM
OLB,OLB
KIM,KIM
LIT,IDM
KOT,KOT
KPC,KPC
