orig,pred
KAM,KAM
OSH,OSH
KEH,KEH
KPT,KPT
LIT,LIT
IDM,KEH
ORE,ORE
KPC,KPC
KAM,KAM
IDM,IDM
KFC,KFC
IDP,LIT
SYM,SYM
LIT,OAR
OAR,OAR
OAR,OAR
LIT,LIT
KAM,KAM
IDC,IDC
KPC,KPC
IDV,IDC
KPT,KPT
KIM,KIM
KEH,KEH
OUT,OUT
ORE,ORE
KIM,KIM
KAM,KAM
OLB,OLB
ORE,ORE
OAS,OAS
KIM,KIM
KFC,KFC
OAS,OAS
SYM,SYM
KPT,KPT
KAM,KAM
OSH,OSH
KOT,KOT
KPC,KPC
KPC,KPC
OLB,OLB
IDC,IDC
IDV,IDM
ORE,ORE
IDV,IDM
KEH,KEH
KPT,KPT
LIT,LIT
IDP,IDV
SYM,SYM
KEH,KEH
KEN,KEN
ORE,ORE
KPT,KPT
OAS,OAS
KPT,KPT
IDM,IDM
OSH,OSH
KEH,KEH
KPT,KPT
IDP,IDM
KAM,KAM
KEH,KEH
OSH,OSH
KEN,KEN
IDM,IDM
OAS,OAS
SYM,SYM
KEH,KEH
IDV,IDV
LIT,LIT
KOT,KOT
IDC,IDV
ORE,ORE
KPC,KPC
KAM,KAM
IDP,IDV
OSH,OSH
IDV,IDC
IDV,IDV
SYM,SYM
IDV,IDM
KPT,KPT
KEN,KEN
KIM,KIM
IDP,KEH
OAR,OAR
OLB,OLB
KIM,KPC
KAM,KAM
KEN,KEN
OAS,OAS
OSH,OSH
OAR,OAR
IDM,IDM
IDV,IDC
ORE,ORE
KEH,KEH
OSH,OSH
OAS,OAS
ORE,ORE
OLB,OLB
KFC,KFC
OSH,OSH
IDC,IDC
KEH,KEH
KPC,KPC
KIM,KEH
KOT,KOT
KIM,KIM
OAR,OAR
IDP,LIT
KEH,KEH
OSH,OSH
OSH,OSH
IDP,KEH
IDC,IDC
ORE,ORE
IDM,IDM
IDP,IDM
KPC,KPC
OAR,OAR
KFC,KFC
KPT,KPT
SYM,SYM
IDV,IDM
OAR,OAR
IDP,KEH
OLB,OLB
OAR,OAR
IDC,LIT
KEN,KEN
IDM,IDM
KPT,KPT
IDC,IDC
LIT,LIT
KPC,KPC
IDC,IDC
IDV,KPC
SYM,SYM
KFC,KFC
IDP,KEH
ORE,ORE
IDC,IDC
OAS,OAS
KOT,KOT
KEN,KEN
KIM,KIM
KPT,KPT
IDP,IDV
IDC,IDV
OAR,OAR
OAS,OAS
OSH,OSH
LIT,IDM
ORE,ORE
ORE,ORE
SYM,SYM
IDC,IDC
OAR,OAR
OAS,OAS
KEN,KEN
KIM,KIM
OAS,OAS
OSH,OSH
IDC,IDC
OLB,OLB
IDV,IDM
KPC,KPC
IDC,LIT
IDC,IDC
LIT,LIT
KPC,KPC
OAR,OAR
SYM,SYM
KEH,KEH
KEN,KEN
OAS,OAS
OAR,OAR
IDM,IDM
IDM,IDM
KPT,KPT
IDV,IDC
IDP,IDC
OAS,OAS
KAM,KAM
OUT,OUT
SYM,SYM
LIT,LIT
LIT,KEH
IDP,IDC
KEH,KEH
KOT,KOT
OUT,OUT
KAM,KAM
KPT,KPT
KEN,KEN
IDP,IDM
IDC,IDC
KIM,KIM
OSH,OSH
KPC,KPC
KIM,KIM
OAS,OAS
IDM,KEH
IDC,IDC
OAS,OAS
IDV,IDC
KEH,KEH
KOT,KOT
OAR,OAR
KEH,KEH
ORE,ORE
IDM,KEH
OSH,OSH
OAS,OAS
KPC,KPC
IDV,IDC
KEN,KEN
IDV,IDM
KEN,KEN
ORE,ORE
