orig,pred
IDP,IDC
OLB,OLB
KEH,KEH
KEN,KEN
KPT,KPT
OLB,OLB
IDM,IDM
KPC,KPC
IDC,IDC
OSH,OSH
OUT,OUT
KOT,KOT
KPT,KPT
KFC,KFC
KOT,KOT
KAM,KAM
KIM,KIM
KPC,KPC
KEH,KEH
OLB,OLB
KOT,KOT
OLB,OLB
IDM,IDM
IDC,IDM
ORE,ORE
OUT,OUT
IDV,IDP
LIT,LIT
OSH,OSH
IDP,IDM
OAR,OAR
KAM,KAM
LIT,LIT
OAR,OAR
KEN,KEN
KPT,KPT
KOT,KOT
OUT,OUT
KEN,KEN
SYM,OAS
KFC,KFC
IDP,IDM
KIM,KIM
IDV,IDV
OAS,OAS
IDC,IDC
OAS,OAS
IDC,IDC
KEN,KEN
IDM,IDP
ORE,ORE
OSH,OSH
OAS,OAS
OUT,OUT
KOT,KOT
IDV,IDV
IDM,IDC
KFC,KFC
KPT,KPT
OAR,OAR
KEH,KEH
OSH,OSH
KEH,KEH
KPT,KPT
KEN,KEN
KIM,IDV
IDP,IDP
IDV,IDP
LIT,LIT
OUT,OUT
IDV,IDV
ORE,ORE
IDV,IDV
OAR,OAR
KPC,KPC
OSH,OSH
IDP,IDC
IDP,IDM
SYM,SYM
LIT,LIT
KPT,IDP
KEN,KEN
KPT,KPT
OUT,OUT
OUT,OUT
ORE,ORE
IDM,IDM
ORE,ORE
IDP,IDM
OSH,OSH
OAR,OAR
IDV,IDV
OUT,OUT
KEN,KEN
KPT,KPT
SYM,SYM
KPC,KPC
KEH,KEH
OAS,OAS
ORE,ORE
KEN,KEN
SYM,OAS
OAS,OAS
KEH,KOT
KEH,KEH
OAS,OAS
KPC,KPC
LIT,IDC
OSH,OSH
IDM,IDC
KPT,KPT
IDC,IDC
OAR,OAR
KPC,KPC
SYM,SYM
KPC,KPC
KOT,KOT
OLB,OLB
OSH,OSH
KAM,KAM
OLB,OLB
ORE,ORE
LIT,IDP
SYM,SYM
KAM,KAM
ORE,ORE
IDM,IDC
KEH,KEH
IDP,IDM
KAM,KAM
IDC,IDC
KAM,KAM
SYM,OAR
KOT,KOT
OAR,OAR
OLB,OLB
IDM,IDM
SYM,SYM
IDM,IDC
KPT,KPT
ORE,ORE
KFC,KFC
LIT,LIT
OUT,OUT
IDC,IDV
OAR,OAR
LIT,LIT
IDC,IDC
OLB,OLB
IDP,IDM
OLB,OLB
KAM,KAM
KEH,KEH
IDV,IDV
KFC,KFC
KAM,KAM
KFC,KFC
KFC,KFC
OSH,OSH
OUT,OUT
OAR,OAR
IDC,IDC
SYM,SYM
IDP,IDV
IDC,IDV
IDM,IDP
KEN,KEN
IDV,IDP
KFC,KFC
OAS,OAS
OSH,OSH
KIM,KIM
SYM,SYM
IDV,IDV
KAM,KAM
OAR,OAR
OAS,OAS
KFC,KFC
KIM,KIM
KOT,KOT
OAS,OAS
KAM,KAM
ORE,ORE
KIM,KIM
KOT,KOT
LIT,LIT
KFC,KFC
KPC,KPC
OAS,OAS
KIM,KIM
KEN,KEN
KIM,KIM
KPC,KPC
KEH,KEH
KIM,KIM
OLB,OLB
KIM,KIM
LIT,LIT
KOT,KOT
KPC,KPC
