orig,pred
IDP,IDC
OLB,OLB
KEH,KEH
KEN,KEN
KPT,KPT
OLB,OLB
IDM,IDM
KPC,KPC
IDC,IDC
OSH,OSH
OUT,OUT
KOT,KOT
KPT,KPT
KFC,KFC
KOT,KOT
KAM,KAM
KIM,KIM
KPC,KPC
KEH,KEH
OLB,OLB
KOT,KOT
OLB,OLB
IDM,IDM
IDC,IDM
ORE,ORE
OUT,OUT
IDV,IDP
LIT,IDV
OSH,OSH
IDP,IDM
OAR,OAR
KAM,KAM
LIT,IDM
OAR,OAR
KEN,KEN
KPT,KPT
KOT,KOT
OUT,OUT
KEN,KEN
SYM,SYM
KFC,KFC
IDP,IDM
KIM,KIM
IDV,KOT
OAS,OAS
IDC,IDP
OAS,OAS
IDC,IDC
KEN,KEN
IDM,IDP
ORE,ORE
OSH,OSH
OAS,OAS
OUT,OUT
KOT,KOT
IDV,IDV
IDM,IDM
KFC,KFC
KPT,KPT
OAR,OAR
KEH,KEH
OSH,OSH
KEH,KEH
KPT,KPT
KEN,KEN
KIM,IDP
IDP,IDP
IDV,IDP
LIT,LIT
OUT,OUT
IDV,IDV
ORE,ORE
IDV,IDV
OAR,OAR
KPC,KPC
OSH,OSH
IDP,IDC
IDP,IDM
SYM,SYM
LIT,IDM
KPT,KPT
KEN,KEN
KPT,KPT
OUT,OUT
OUT,OUT
ORE,ORE
IDM,IDC
ORE,ORE
IDP,IDM
OSH,OSH
OAR,OAR
IDV,IDV
OUT,OUT
KEN,KEN
KPT,KPT
SYM,SYM
KPC,KPC
KEH,KEH
OAS,OAS
ORE,ORE
KEN,KEN
SYM,KFC
OAS,OAS
KEH,KEH
KEH,KEH
OAS,OAS
KPC,KPC
LIT,LIT
OSH,OSH
IDM,IDM
KPT,KPT
IDC,IDC
OAR,OAR
KPC,KPC
SYM,SYM
KPC,KPC
KOT,KOT
OLB,OLB
OSH,OSH
KAM,KAM
OLB,OLB
ORE,ORE
LIT,OAR
SYM,SYM
KAM,KAM
ORE,ORE
IDM,IDP
KEH,KEH
IDP,IDM
KAM,KAM
IDC,IDP
KAM,KAM
SYM,SYM
KOT,KOT
OAR,OAR
OLB,OLB
IDM,IDM
SYM,SYM
IDM,IDM
KPT,KPT
ORE,ORE
KFC,KFC
LIT,IDM
OUT,OUT
IDC,IDP
OAR,OAR
LIT,OUT
IDC,IDP
OLB,OLB
IDP,IDM
OLB,OLB
KAM,KAM
KEH,KEH
IDV,IDV
KFC,KFC
KAM,KAM
KFC,KFC
KFC,KFC
OSH,OSH
OUT,OUT
OAR,OAR
IDC,IDP
SYM,SYM
IDP,IDC
IDC,IDV
IDM,IDM
KEN,KEN
IDV,IDP
KFC,KFC
OAS,OAS
OSH,OSH
KIM,KIM
SYM,SYM
IDV,IDV
KAM,KAM
OAR,OAR
OAS,OAS
KFC,KFC
KIM,KIM
KOT,KOT
OAS,OAS
KAM,KAM
ORE,ORE
KIM,KIM
KOT,KOT
LIT,IDV
KFC,KFC
KPC,KPC
OAS,OAS
KIM,KIM
KEN,KEN
KIM,KIM
KPC,KPC
KEH,KEH
KIM,KIM
OLB,OLB
KIM,KIM
LIT,OUT
KOT,KOT
KPC,KPC
