orig,pred
IDP,IDP
OLB,OLB
KEH,KEH
KEN,KEN
KPT,KPT
OLB,OLB
IDM,IDM
KPC,KPC
IDC,IDV
OSH,OSH
OUT,OUT
KOT,KOT
KPT,KPT
KFC,KFC
KOT,KOT
KAM,KAM
KIM,KIM
KPC,KPC
KEH,KEH
OLB,OLB
KOT,KOT
OLB,OLB
IDM,IDP
IDC,IDV
ORE,ORE
OUT,OUT
IDV,IDP
LIT,KOT
OSH,OSH
IDP,IDC
OAR,OAR
KAM,KAM
LIT,SYM
OAR,OAR
KEN,KEN
KPT,KPT
KOT,KOT
OUT,OUT
KEN,KEN
SYM,SYM
KFC,KFC
IDP,IDC
KIM,KIM
IDV,KOT
OAS,OAS
IDC,IDP
OAS,OAS
IDC,IDP
KEN,KEN
IDM,IDV
ORE,ORE
OSH,OSH
OAS,OAS
OUT,OUT
KOT,KOT
IDV,KIM
IDM,IDM
KFC,KFC
KPT,KPT
OAR,OAR
KEH,KEH
OSH,OSH
KEH,KEH
KPT,KPT
KEN,KEN
KIM,IDV
IDP,IDP
IDV,IDP
LIT,OAR
OUT,OUT
IDV,KIM
ORE,ORE
IDV,KIM
OAR,OAR
KPC,KPC
OSH,OSH
IDP,IDP
IDP,IDC
SYM,SYM
LIT,SYM
KPT,IDV
KEN,KEN
KPT,KPT
OUT,OUT
OUT,OUT
ORE,ORE
IDM,KEN
ORE,ORE
IDP,IDC
OSH,OSH
OAR,OAR
IDV,KIM
OUT,OUT
KEN,KEN
KPT,KPT
SYM,SYM
KPC,KPC
KEH,KEH
OAS,OAS
ORE,ORE
KEN,KEN
SYM,SYM
OAS,OAS
KEH,KEH
KEH,KEH
OAS,OAS
KPC,KPC
LIT,OAR
OSH,OSH
IDM,IDV
KPT,KPT
IDC,IDC
OAR,OAR
KPC,KPC
SYM,SYM
KPC,KPC
KOT,KOT
OLB,OLB
OSH,OSH
KAM,KAM
OLB,OLB
ORE,ORE
LIT,SYM
SYM,SYM
KAM,KAM
ORE,ORE
IDM,IDP
KEH,KEH
IDP,IDC
KAM,KAM
IDC,IDP
KAM,KAM
SYM,OUT
KOT,KOT
OAR,OAR
OLB,OLB
IDM,IDM
SYM,SYM
IDM,IDM
KPT,KPT
ORE,ORE
KFC,KFC
LIT,SYM
OUT,OUT
IDC,IDP
OAR,OAR
LIT,OAR
IDC,IDC
OLB,OLB
IDP,IDC
OLB,OLB
KAM,KAM
KEH,KEH
IDV,IDV
KFC,KFC
KAM,KAM
KFC,KFC
KFC,KFC
OSH,OSH
OUT,OUT
OAR,OAR
IDC,IDC
SYM,SYM
IDP,IDP
IDC,IDC
IDM,IDV
KEN,KEN
IDV,IDP
KFC,KFC
OAS,OAS
OSH,OSH
KIM,KIM
SYM,SYM
IDV,KIM
KAM,KAM
OAR,OAR
OAS,OAS
KFC,KFC
KIM,KIM
KOT,KOT
OAS,OAS
KAM,KAM
ORE,ORE
KIM,KIM
KOT,KOT
LIT,KOT
KFC,KFC
KPC,KPC
OAS,OAS
KIM,KIM
KEN,KEN
KIM,KIM
KPC,KPC
KEH,KEH
KIM,KIM
OLB,OLB
KIM,KIM
LIT,OAR
KOT,KOT
KPC,KPC
