orig,pred
KAM,KAM
OSH,OSH
KEH,KEH
KPT,KPT
LIT,IDC
IDM,IDC
ORE,OAR
KPC,KPC
KAM,KAM
IDM,IDC
KFC,KFC
IDP,IDC
SYM,SYM
LIT,OLB
OAR,OAR
OAR,OAR
LIT,LIT
KAM,KAM
IDC,IDM
KPC,KPC
IDV,IDC
KPT,KPT
KIM,KIM
KEH,KEH
OUT,IDC
ORE,OUT
KIM,KIM
KAM,KAM
OLB,OLB
ORE,ORE
OAS,OAS
KIM,KIM
KFC,KFC
OAS,OAS
SYM,SYM
KPT,KPT
KAM,KAM
OSH,OSH
KOT,KEH
KPC,KPC
KPC,KPC
OLB,OLB
IDC,IDC
IDV,IDC
ORE,OAR
IDV,IDC
KEH,KEH
KPT,KPT
LIT,LIT
IDP,IDC
SYM,SYM
KEH,KEH
KEN,KEN
ORE,OUT
KPT,KPT
OAS,OAS
KPT,KPT
IDM,IDC
OSH,OSH
KEH,KEH
KPT,KPT
IDP,IDC
KAM,KAM
KEH,KEH
OSH,OSH
KEN,KEN
IDM,IDM
OAS,OAS
SYM,SYM
KEH,KEH
IDV,IDC
LIT,LIT
KOT,KOT
IDC,IDC
ORE,OAR
KPC,KPC
KAM,KAM
IDP,IDC
OSH,OSH
IDV,IDC
IDV,IDC
SYM,OAR
IDV,KEN
KPT,KPT
KEN,KEN
KIM,OAR
IDP,OAR
OAR,OAR
OLB,OLB
KIM,OAR
KAM,KAM
KEN,KEN
OAS,OAS
OSH,OSH
OAR,OAR
IDM,IDM
IDV,IDC
ORE,ORE
KEH,KEH
OSH,OSH
OAS,OAS
ORE,OSH
OLB,OLB
KFC,KFC
OSH,OSH
IDC,IDC
KEH,KEH
KPC,KPC
KIM,KEH
KOT,KOT
KIM,KIM
OAR,OAR
IDP,IDM
KEH,KEH
OSH,OSH
OSH,OSH
IDP,OAR
IDC,IDC
ORE,ORE
IDM,IDC
IDP,IDC
KPC,KPC
OAR,OAR
KFC,KFC
KPT,KPT
SYM,SYM
IDV,IDC
OAR,OAR
IDP,OAR
OLB,OLB
OAR,OAR
IDC,IDC
KEN,KEN
IDM,IDC
KPT,KPT
IDC,IDC
LIT,OAR
KPC,KPC
IDC,IDC
IDV,IDC
SYM,OAR
KFC,KFC
IDP,OAR
ORE,OAR
IDC,IDC
OAS,OAS
KOT,IDC
KEN,KEN
KIM,KIM
KPT,KPT
IDP,OLB
IDC,IDM
OAR,OAR
OAS,OAS
OSH,OSH
LIT,LIT
ORE,OUT
ORE,OAR
SYM,OAR
IDC,IDC
OAR,OAR
OAS,OAS
KEN,KEN
KIM,KIM
OAS,OAS
OSH,OSH
IDC,IDC
OLB,OLB
IDV,IDM
KPC,KPC
IDC,IDM
IDC,IDC
LIT,IDC
KPC,KPC
OAR,OAR
SYM,SYM
KEH,KEH
KEN,KEN
OAS,OAS
OAR,OAR
IDM,IDC
IDM,IDC
KPT,KPT
IDV,IDC
IDP,KFC
OAS,OAS
KAM,KAM
OUT,OUT
SYM,SYM
LIT,LIT
LIT,LIT
IDP,KFC
KEH,KEH
KOT,KOT
OUT,OUT
KAM,KAM
KPT,KPT
KEN,KEN
IDP,IDC
IDC,KIM
KIM,KIM
OSH,OSH
KPC,KPC
KIM,KIM
OAS,OAS
IDM,IDC
IDC,IDC
OAS,OAS
IDV,KFC
KEH,KEH
KOT,IDC
OAR,OAR
KEH,KEH
ORE,OUT
IDM,IDC
OSH,OSH
OAS,OAS
KPC,KPC
IDV,IDM
KEN,KEN
IDV,LIT
KEN,KEN
ORE,OAR
