orig,pred
IDP,IDC
OLB,OLB
KEH,KEH
KEN,KEN
KPT,KPT
OLB,OLB
IDM,IDC
KPC,KPC
IDC,IDC
OSH,OSH
OUT,OUT
KOT,IDC
KPT,KPT
KFC,IDC
KOT,IDC
KAM,KAM
KIM,KIM
KPC,KPC
KEH,KEH
OLB,OLB
KOT,IDC
OLB,SYM
IDM,IDC
IDC,IDC
ORE,OUT
OUT,OUT
IDV,IDP
LIT,SYM
OSH,OSH
IDP,IDM
OAR,IDC
KAM,KAM
LIT,IDM
OAR,IDC
KEN,KEN
KPT,KPT
KOT,KOT
OUT,OUT
KEN,KEN
SYM,SYM
KFC,KFC
IDP,IDM
KIM,KIM
IDV,IDC
OAS,OAS
IDC,IDC
OAS,OAS
IDC,IDC
KEN,KEN
IDM,IDC
ORE,OUT
OSH,OSH
OAS,OAS
OUT,OUT
KOT,KOT
IDV,IDC
IDM,IDM
KFC,IDC
KPT,KPT
OAR,IDC
KEH,KEH
OSH,OSH
KEH,KEH
KPT,KPT
KEN,KEN
KIM,IDC
IDP,IDC
IDV,IDP
LIT,IDC
OUT,OUT
IDV,IDC
ORE,ORE
IDV,IDC
OAR,IDC
KPC,KPC
OSH,OSH
IDP,IDC
IDP,IDM
SYM,SYM
LIT,IDC
KPT,KOT
KEN,KEN
KPT,KPT
OUT,OUT
OUT,OUT
ORE,ORE
IDM,IDC
ORE,OUT
IDP,IDM
OSH,OSH
OAR,IDC
IDV,IDC
OUT,OUT
KEN,KEN
KPT,KPT
SYM,SYM
KPC,KPC
KEH,KEH
OAS,OAS
ORE,ORE
KEN,KEN
SYM,SYM
OAS,OAS
KEH,IDC
KEH,KEH
OAS,OAS
KPC,KPC
LIT,IDC
OSH,OSH
IDM,IDC
KPT,KPT
IDC,IDC
OAR,IDC
KPC,KPC
SYM,SYM
KPC,KPC
KOT,KOT
OLB,OLB
OSH,OSH
KAM,KAM
OLB,OLB
ORE,OUT
LIT,IDC
SYM,SYM
KAM,KAM
ORE,OUT
IDM,IDC
KEH,KEH
IDP,IDM
KAM,KAM
IDC,IDC
KAM,KAM
SYM,OUT
KOT,IDC
OAR,IDC
OLB,OLB
IDM,IDM
SYM,SYM
IDM,IDM
KPT,KPT
ORE,ORE
KFC,IDC
LIT,IDM
OUT,OUT
IDC,IDC
OAR,IDC
LIT,IDC
IDC,IDC
OLB,OLB
IDP,IDM
OLB,OLB
KAM,KAM
KEH,KEH
IDV,IDC
KFC,IDC
KAM,KAM
KFC,IDC
KFC,IDC
OSH,OSH
OUT,OUT
OAR,IDC
IDC,IDC
SYM,SYM
IDP,IDC
IDC,IDC
IDM,IDV
KEN,KEN
IDV,IDP
KFC,IDC
OAS,OAS
OSH,OSH
KIM,KIM
SYM,SYM
IDV,IDC
KAM,KAM
OAR,IDC
OAS,OAS
KFC,IDC
KIM,KIM
KOT,IDC
OAS,OAS
KAM,KAM
ORE,ORE
KIM,KIM
KOT,IDC
LIT,SYM
KFC,IDC
KPC,KPC
OAS,OAS
KIM,KIM
KEN,KEN
KIM,KIM
KPC,KPC
KEH,KEH
KIM,KIM
OLB,OLB
KIM,KIM
LIT,IDC
KOT,IDC
KPC,KPC
