orig,pred
IDP,IDV
OLB,IDV
KEH,IDV
KEN,IDV
KPT,IDV
OLB,IDV
IDM,IDV
KPC,IDV
IDC,IDV
OSH,IDV
OUT,IDV
KOT,IDV
KPT,IDV
KFC,IDV
KOT,IDV
KAM,IDV
KIM,IDV
KPC,IDV
KEH,IDV
OLB,IDV
KOT,IDV
OLB,IDV
IDM,IDV
IDC,IDV
ORE,IDV
OUT,IDV
IDV,IDV
LIT,IDV
OSH,IDV
IDP,IDV
OAR,IDV
KAM,IDV
LIT,IDV
OAR,IDV
KEN,IDV
KPT,IDV
KOT,IDV
OUT,IDV
KEN,IDV
SYM,IDV
KFC,IDV
IDP,IDV
KIM,IDV
IDV,IDV
OAS,IDV
IDC,IDV
OAS,IDV
IDC,IDM
KEN,IDV
IDM,IDV
ORE,IDV
OSH,IDV
OAS,IDV
OUT,IDV
KOT,IDV
IDV,IDV
IDM,IDV
KFC,IDV
KPT,IDV
OAR,IDV
KEH,IDV
OSH,IDV
KEH,IDV
KPT,IDV
KEN,IDV
KIM,IDV
IDP,IDV
IDV,IDV
LIT,IDV
OUT,IDV
IDV,IDV
ORE,IDV
IDV,IDV
OAR,IDV
KPC,IDV
OSH,IDV
IDP,IDV
IDP,IDV
SYM,IDV
LIT,IDV
KPT,IDV
KEN,IDV
KPT,IDV
OUT,IDV
OUT,IDV
ORE,IDV
IDM,IDV
ORE,IDV
IDP,IDV
OSH,IDV
OAR,IDV
IDV,IDV
OUT,IDV
KEN,IDV
KPT,IDV
SYM,IDV
KPC,IDV
KEH,IDV
OAS,IDV
ORE,IDV
KEN,IDV
SYM,IDV
OAS,IDV
KEH,IDV
KEH,IDV
OAS,IDV
KPC,IDV
LIT,IDV
OSH,IDV
IDM,IDV
KPT,IDV
IDC,IDV
OAR,IDV
KPC,IDV
SYM,IDV
KPC,IDV
KOT,IDV
OLB,IDV
OSH,IDV
KAM,IDV
OLB,IDV
ORE,IDV
LIT,IDV
SYM,IDV
KAM,IDV
ORE,IDV
IDM,IDV
KEH,IDV
IDP,IDV
KAM,IDV
IDC,IDM
KAM,IDV
SYM,IDV
KOT,IDV
OAR,IDV
OLB,IDV
IDM,IDV
SYM,IDV
IDM,IDV
KPT,IDV
ORE,IDV
KFC,IDV
LIT,IDV
OUT,IDV
IDC,IDV
OAR,IDV
LIT,IDV
IDC,IDV
OLB,IDV
IDP,IDV
OLB,IDV
KAM,IDV
KEH,IDV
IDV,IDV
KFC,IDV
KAM,IDV
KFC,IDV
KFC,IDV
OSH,IDV
OUT,IDV
OAR,IDV
IDC,IDV
SYM,IDV
IDP,IDV
IDC,IDV
IDM,IDV
KEN,IDV
IDV,IDV
KFC,IDV
OAS,IDV
OSH,IDV
KIM,IDV
SYM,IDV
IDV,IDV
KAM,IDV
OAR,IDV
OAS,IDV
KFC,IDV
KIM,IDV
KOT,IDV
OAS,IDV
KAM,IDV
ORE,IDV
KIM,IDV
KOT,IDV
LIT,IDV
KFC,IDV
KPC,IDV
OAS,IDV
KIM,IDV
KEN,IDV
KIM,IDV
KPC,IDV
KEH,IDV
KIM,IDV
OLB,IDV
KIM,IDV
LIT,IDV
KOT,IDV
KPC,IDV
