orig,pred
IDP,IDC
OLB,OAS
KEH,OAS
KEN,IDC
KPT,OAS
OLB,OAS
IDM,IDC
KPC,OAS
IDC,OAS
OSH,OAS
OUT,OAS
KOT,OAS
KPT,OAS
KFC,OAS
KOT,IDC
KAM,OAS
KIM,OAS
KPC,OAS
KEH,OAS
OLB,OAS
KOT,OAS
OLB,OAS
IDM,OAS
IDC,OAS
ORE,OAS
OUT,OAS
IDV,OAS
LIT,OAS
OSH,OAS
IDP,OAS
OAR,OAS
KAM,OAS
LIT,OAS
OAR,OAS
KEN,IDC
KPT,OAS
KOT,OAS
OUT,OAS
KEN,IDC
SYM,OAS
KFC,OAS
IDP,OAS
KIM,OAS
IDV,OAS
OAS,OAS
IDC,OAS
OAS,OAS
IDC,IDM
KEN,IDC
IDM,OAS
ORE,OAS
OSH,OAS
OAS,OAS
OUT,OAS
KOT,OAS
IDV,IDC
IDM,OAS
KFC,OAS
KPT,OAS
OAR,OAS
KEH,OAS
OSH,OAS
KEH,OAS
KPT,OAS
KEN,IDC
KIM,OAS
IDP,OAS
IDV,OAS
LIT,OAS
OUT,OAS
IDV,IDC
ORE,OAS
IDV,IDC
OAR,OAS
KPC,OAS
OSH,OAS
IDP,IDC
IDP,OAS
SYM,OAS
LIT,OAS
KPT,OAS
KEN,IDC
KPT,OAS
OUT,OAS
OUT,OAS
ORE,OAS
IDM,OAS
ORE,OAS
IDP,OAS
OSH,OAS
OAR,OAS
IDV,IDC
OUT,OAS
KEN,IDC
KPT,OAS
SYM,OAS
KPC,OAS
KEH,OAS
OAS,OAS
ORE,OAS
KEN,IDC
SYM,OAS
OAS,OAS
KEH,OAS
KEH,OAS
OAS,OAS
KPC,OAS
LIT,OAS
OSH,OAS
IDM,IDC
KPT,OAS
IDC,IDC
OAR,OAS
KPC,OAS
SYM,OAS
KPC,OAS
KOT,OAS
OLB,OAS
OSH,OAS
KAM,OAS
OLB,OAS
ORE,OAS
LIT,OAS
SYM,OAS
KAM,OAS
ORE,OAS
IDM,OAS
KEH,OAS
IDP,OAS
KAM,OAS
IDC,IDM
KAM,OAS
SYM,OAS
KOT,IDC
OAR,OAS
OLB,OAS
IDM,IDC
SYM,OAS
IDM,OAS
KPT,OAS
ORE,OAS
KFC,OAS
LIT,OAS
OUT,OAS
IDC,OAS
OAR,OAS
LIT,OAS
IDC,OAS
OLB,OAS
IDP,OAS
OLB,OAS
KAM,OAS
KEH,OAS
IDV,OAS
KFC,OAS
KAM,OAS
KFC,OAS
KFC,OAS
OSH,OAS
OUT,OAS
OAR,OAS
IDC,OAS
SYM,OAS
IDP,OAS
IDC,IDC
IDM,OAS
KEN,IDC
IDV,OAS
KFC,OAS
OAS,OAS
OSH,OAS
KIM,OAS
SYM,OAS
IDV,IDC
KAM,OAS
OAR,OAS
OAS,OAS
KFC,OAS
KIM,OAS
KOT,OAS
OAS,OAS
KAM,OAS
ORE,OAS
KIM,OAS
KOT,OAS
LIT,OAS
KFC,OAS
KPC,OAS
OAS,OAS
KIM,OAS
KEN,IDC
KIM,OAS
KPC,OAS
KEH,OAS
KIM,OAS
OLB,OAS
KIM,OAS
LIT,OAS
KOT,OAS
KPC,OAS
